SalesDate,ItemID,StoreID,SalesQuantity,Lag_1,Lag_7,RollingAvg_7,Month,DayOfWeek
2016-01-22,10238,1,6,1.0,2.0,3.142857142857143,1,4
2016-01-29,10238,1,1,6.0,2.0,3.0,1,4
2016-01-02,10239,1,1,0.0,0.0,0.0,1,5
2016-01-04,10239,1,1,1.0,0.0,0.0,1,0
2016-01-07,10239,1,1,1.0,0.0,0.0,1,3
2016-01-09,10239,1,10,1.0,0.0,0.0,1,5
2016-01-16,10239,1,1,10.0,0.0,0.0,1,5
2016-01-19,10239,1,1,1.0,0.0,0.0,1,1
2016-01-22,10239,1,4,1.0,0.0,2.7142857142857144,1,4
2016-01-23,10239,1,2,4.0,1.0,2.857142857142857,1,5
2016-01-29,10239,1,1,2.0,1.0,2.857142857142857,1,4
2016-01-13,1024,1,36,0.0,0.0,0.0,1,2
2016-01-13,1024,1,36,36.0,0.0,0.0,1,2
2016-01-08,10254,1,2,0.0,0.0,0.0,1,4
2016-01-13,10254,1,1,2.0,0.0,0.0,1,2
2016-01-26,10254,1,2,1.0,0.0,0.0,1,1
2016-01-02,10264,1,2,0.0,0.0,0.0,1,5
2016-01-10,10264,1,1,2.0,0.0,0.0,1,6
2016-01-13,10264,1,6,1.0,0.0,0.0,1,2
2016-01-16,10264,1,2,6.0,0.0,0.0,1,5
2016-01-17,10264,1,1,2.0,0.0,0.0,1,6
2016-01-09,10266,1,1,0.0,0.0,0.0,1,5
2016-01-10,10266,1,1,1.0,0.0,0.0,1,6
2016-01-15,10266,1,1,1.0,0.0,0.0,1,4
2016-01-16,10266,1,1,1.0,0.0,0.0,1,5
2016-01-22,10266,1,1,1.0,0.0,0.0,1,4
2016-01-23,10266,1,2,1.0,0.0,0.0,1,5
2016-01-24,10266,1,1,2.0,0.0,1.1428571428571428,1,6
2016-01-26,10266,1,1,1.0,1.0,1.1428571428571428,1,1
2016-01-29,10266,1,1,1.0,1.0,1.1428571428571428,1,4
2016-01-30,10266,1,1,1.0,1.0,1.1428571428571428,1,5
2016-01-03,1029,1,1,0.0,0.0,0.0,1,6
2016-01-07,10296,1,1,0.0,0.0,0.0,1,3
2016-01-08,10296,1,1,1.0,0.0,0.0,1,4
2016-01-16,10296,1,2,1.0,0.0,0.0,1,5
2016-01-23,10296,1,3,2.0,0.0,0.0,1,5
2016-01-29,10296,1,2,3.0,0.0,0.0,1,4
2016-01-09,1031,1,1,0.0,0.0,0.0,1,5
2016-01-02,1033,1,1,0.0,0.0,0.0,1,5
2016-01-03,1033,1,1,1.0,0.0,0.0,1,6
2016-01-07,1035,1,2,0.0,0.0,0.0,1,3
2016-01-09,1035,1,1,2.0,0.0,0.0,1,5
2016-01-10,1035,1,1,1.0,0.0,0.0,1,6
2016-01-04,1036,1,2,0.0,0.0,0.0,1,0
2016-01-08,1036,1,1,2.0,0.0,0.0,1,4
2016-01-22,1036,1,1,1.0,0.0,0.0,1,4
2016-01-23,1036,1,1,1.0,0.0,0.0,1,5
2016-01-23,1037,1,1,0.0,0.0,0.0,1,5
2016-01-18,1039,1,1,0.0,0.0,0.0,1,0
2016-01-26,1039,1,1,1.0,0.0,0.0,1,1
2016-01-30,1039,1,1,1.0,0.0,0.0,1,5
2016-01-06,10420,1,2,0.0,0.0,0.0,1,2
2016-01-07,10420,1,2,2.0,0.0,0.0,1,3
2016-01-15,10420,1,1,2.0,0.0,0.0,1,4
2016-01-21,10420,1,1,1.0,0.0,0.0,1,3
2016-01-22,10420,1,2,1.0,0.0,0.0,1,4
2016-01-23,10420,1,1,2.0,0.0,0.0,1,5
2016-01-27,10420,1,1,1.0,0.0,1.4285714285714286,1,2
2016-01-29,10420,1,2,1.0,2.0,1.4285714285714286,1,4
2016-01-03,10421,1,1,0.0,0.0,0.0,1,6
2016-01-07,10421,1,1,1.0,0.0,0.0,1,3
2016-01-09,10421,1,2,1.0,0.0,0.0,1,5
2016-01-10,10421,1,2,2.0,0.0,0.0,1,6
2016-01-13,10421,1,1,2.0,0.0,0.0,1,2
2016-01-15,10421,1,2,1.0,0.0,0.0,1,4
2016-01-18,10421,1,1,2.0,0.0,1.4285714285714286,1,0
2016-01-24,10421,1,1,1.0,1.0,1.4285714285714286,1,6
2016-01-26,10421,1,2,1.0,1.0,1.5714285714285714,1,1
2016-01-27,10421,1,2,2.0,2.0,1.5714285714285714,1,2
2016-01-28,10421,1,2,2.0,2.0,1.5714285714285714,1,3
2016-01-08,10441,1,4,0.0,0.0,0.0,1,4
2016-01-18,10441,1,6,4.0,0.0,0.0,1,0
2016-01-20,10441,1,2,6.0,0.0,0.0,1,2
2016-01-02,10443,1,1,0.0,0.0,0.0,1,5
2016-01-29,10443,1,1,1.0,0.0,0.0,1,4
2016-01-02,10451,1,3,0.0,0.0,0.0,1,5
2016-01-06,10451,1,1,3.0,0.0,0.0,1,2
2016-01-07,10451,1,1,1.0,0.0,0.0,1,3
2016-01-09,10451,1,7,1.0,0.0,0.0,1,5
2016-01-10,10451,1,12,7.0,0.0,0.0,1,6
2016-01-18,10451,1,1,12.0,0.0,0.0,1,0
2016-01-21,10451,1,12,1.0,0.0,5.285714285714286,1,3
2016-01-22,10451,1,1,12.0,3.0,5.0,1,4
2016-01-23,10451,1,2,1.0,1.0,5.142857142857143,1,5
2016-01-27,10451,1,1,2.0,1.0,5.142857142857143,1,2
2016-01-06,10453,1,2,0.0,0.0,0.0,1,2
2016-01-08,10453,1,12,2.0,0.0,0.0,1,4
2016-01-14,10453,1,1,12.0,0.0,0.0,1,3
2016-01-17,10453,1,1,1.0,0.0,0.0,1,6
2016-01-20,10453,1,1,1.0,0.0,0.0,1,2
2016-01-22,10453,1,1,1.0,0.0,0.0,1,4
2016-01-25,10453,1,1,1.0,0.0,2.7142857142857144,1,0
2016-01-27,10453,1,1,1.0,2.0,2.5714285714285716,1,2
2016-01-31,10453,1,1,1.0,12.0,1.0,1,6
2016-01-27,10469,1,2,0.0,0.0,0.0,1,2
2016-01-09,10472,1,1,0.0,0.0,0.0,1,5
2016-01-15,10472,1,1,1.0,0.0,0.0,1,4
2016-01-16,10472,1,1,1.0,0.0,0.0,1,5
2016-01-25,10472,1,1,1.0,0.0,0.0,1,0
2016-01-27,10472,1,1,1.0,0.0,0.0,1,2
2016-01-30,10472,1,1,1.0,0.0,0.0,1,5
2016-01-31,10472,1,3,1.0,0.0,1.2857142857142858,1,6
2016-01-04,1051,1,1,0.0,0.0,0.0,1,0
2016-01-23,1051,1,1,1.0,0.0,0.0,1,5
2016-01-20,10579,1,2,0.0,0.0,0.0,1,2
2016-01-01,10596,1,2,0.0,0.0,0.0,1,4
2016-01-04,10596,1,1,2.0,0.0,0.0,1,0
2016-01-08,10596,1,2,1.0,0.0,0.0,1,4
2016-01-21,10596,1,1,2.0,0.0,0.0,1,3
2016-01-26,10596,1,1,1.0,0.0,0.0,1,1
2016-01-01,1060,1,2,0.0,0.0,0.0,1,4
2016-01-02,1060,1,1,2.0,0.0,0.0,1,5
2016-01-11,1060,1,1,1.0,0.0,0.0,1,0
2016-01-13,1060,1,1,1.0,0.0,0.0,1,2
2016-01-16,1060,1,1,1.0,0.0,0.0,1,5
2016-01-22,1060,1,1,1.0,0.0,0.0,1,4
2016-01-14,10603,1,1,0.0,0.0,0.0,1,3
2016-01-15,10603,1,1,1.0,0.0,0.0,1,4
2016-01-16,10603,1,1,1.0,0.0,0.0,1,5
2016-01-20,10603,1,1,1.0,0.0,0.0,1,2
2016-01-23,10603,1,2,1.0,0.0,0.0,1,5
2016-01-24,10603,1,1,2.0,0.0,0.0,1,6
2016-01-26,10603,1,1,1.0,0.0,1.1428571428571428,1,1
2016-01-27,10603,1,1,1.0,1.0,1.1428571428571428,1,2
2016-01-30,10603,1,3,1.0,1.0,1.4285714285714286,1,5
2016-01-06,10609,1,3,0.0,0.0,0.0,1,2
2016-01-09,10609,1,2,3.0,0.0,0.0,1,5
2016-01-16,10609,1,1,2.0,0.0,0.0,1,5
2016-01-21,10609,1,3,1.0,0.0,0.0,1,3
2016-01-22,10609,1,5,3.0,0.0,0.0,1,4
2016-01-02,1061,1,2,0.0,0.0,0.0,1,5
2016-01-05,1061,1,1,2.0,0.0,0.0,1,1
2016-01-04,10626,1,2,0.0,0.0,0.0,1,0
2016-01-07,10626,1,1,2.0,0.0,0.0,1,3
2016-01-08,10626,1,1,1.0,0.0,0.0,1,4
2016-01-10,10626,1,1,1.0,0.0,0.0,1,6
2016-01-14,10626,1,1,1.0,0.0,0.0,1,3
2016-01-16,10626,1,1,1.0,0.0,0.0,1,5
2016-01-20,10626,1,1,1.0,0.0,1.1428571428571428,1,2
2016-01-21,10626,1,1,1.0,2.0,1.0,1,3
2016-01-26,10626,1,1,1.0,1.0,1.0,1,1
2016-01-28,10626,1,1,1.0,1.0,1.0,1,3
2016-01-29,10626,1,1,1.0,1.0,1.0,1,4
2016-01-31,10626,1,1,1.0,1.0,1.0,1,6
2016-01-15,1064,1,1,0.0,0.0,0.0,1,4
2016-01-29,1064,1,1,1.0,0.0,0.0,1,4
2016-01-20,1065,1,1,0.0,0.0,0.0,1,2
2016-01-22,1065,1,1,1.0,0.0,0.0,1,4
2016-01-01,10676,1,2,0.0,0.0,0.0,1,4
2016-01-01,10676,1,2,2.0,0.0,0.0,1,4
2016-01-08,10676,1,2,2.0,0.0,0.0,1,4
2016-01-08,10676,1,2,2.0,0.0,0.0,1,4
2016-01-09,10676,1,1,2.0,0.0,0.0,1,5
2016-01-09,10676,1,1,1.0,0.0,0.0,1,5
2016-01-10,10676,1,1,1.0,0.0,1.5714285714285714,1,6
2016-01-10,10676,1,1,1.0,2.0,1.4285714285714286,1,6
2016-01-03,10680,1,4,0.0,0.0,0.0,1,6
2016-01-17,10680,1,2,4.0,0.0,0.0,1,6
2016-01-30,10680,1,2,2.0,0.0,0.0,1,5
2016-01-02,10723,1,1,0.0,0.0,0.0,1,5
2016-01-03,10723,1,1,1.0,0.0,0.0,1,6
2016-01-10,10723,1,1,1.0,0.0,0.0,1,6
2016-01-12,10723,1,1,1.0,0.0,0.0,1,1
2016-01-02,10727,1,1,0.0,0.0,0.0,1,5
2016-01-03,10727,1,1,1.0,0.0,0.0,1,6
2016-01-05,10727,1,2,1.0,0.0,0.0,1,1
2016-01-06,10727,1,1,2.0,0.0,0.0,1,2
2016-01-08,10727,1,3,1.0,0.0,0.0,1,4
2016-01-12,10727,1,6,3.0,0.0,0.0,1,1
2016-01-14,10727,1,1,6.0,0.0,2.142857142857143,1,3
2016-01-15,10727,1,1,1.0,1.0,2.142857142857143,1,4
2016-01-16,10727,1,2,1.0,1.0,2.2857142857142856,1,5
2016-01-18,10727,1,1,2.0,2.0,2.142857142857143,1,0
2016-01-22,10727,1,8,1.0,1.0,3.142857142857143,1,4
2016-01-23,10727,1,2,8.0,3.0,3.0,1,5
2016-01-25,10727,1,2,2.0,6.0,2.4285714285714284,1,0
2016-01-27,10727,1,1,2.0,1.0,2.4285714285714284,1,2
2016-01-29,10727,1,6,1.0,1.0,3.142857142857143,1,4
2016-01-06,10750,1,2,0.0,0.0,0.0,1,2
2016-01-07,10750,1,1,2.0,0.0,0.0,1,3
2016-01-22,10750,1,1,1.0,0.0,0.0,1,4
2016-01-30,10750,1,1,1.0,0.0,0.0,1,5
2016-01-07,10874,1,1,0.0,0.0,0.0,1,3
2016-01-08,10874,1,1,1.0,0.0,0.0,1,4
2016-01-15,10874,1,1,1.0,0.0,0.0,1,4
2016-01-23,10874,1,14,1.0,0.0,0.0,1,5
2016-01-29,10874,1,6,14.0,0.0,0.0,1,4
2016-01-30,10874,1,3,6.0,0.0,0.0,1,5
2016-01-29,10895,1,2,0.0,0.0,0.0,1,4
2016-01-02,10927,1,2,0.0,0.0,0.0,1,5
2016-01-12,10927,1,1,2.0,0.0,0.0,1,1
2016-01-13,10927,1,1,1.0,0.0,0.0,1,2
2016-01-20,10927,1,1,1.0,0.0,0.0,1,2
2016-01-15,1094,1,1,0.0,0.0,0.0,1,4
2016-01-05,10957,1,1,0.0,0.0,0.0,1,1
2016-01-09,10957,1,8,1.0,0.0,0.0,1,5
2016-01-18,10957,1,1,8.0,0.0,0.0,1,0
2016-01-22,10957,1,1,1.0,0.0,0.0,1,4
2016-01-23,10957,1,6,1.0,0.0,0.0,1,5
2016-01-29,10957,1,1,6.0,0.0,0.0,1,4
2016-01-30,10957,1,2,1.0,0.0,2.857142857142857,1,5
2016-01-02,11067,1,2,0.0,0.0,0.0,1,5
2016-01-03,11067,1,2,2.0,0.0,0.0,1,6
2016-01-07,11089,1,1,0.0,0.0,0.0,1,3
2016-01-08,11089,1,2,1.0,0.0,0.0,1,4
2016-01-12,11089,1,1,2.0,0.0,0.0,1,1
2016-01-20,11089,1,1,1.0,0.0,0.0,1,2
2016-01-22,11089,1,1,1.0,0.0,0.0,1,4
2016-01-31,11089,1,1,1.0,0.0,0.0,1,6
2016-01-28,1112,1,1,0.0,0.0,0.0,1,3
2016-01-06,11141,1,5,0.0,0.0,0.0,1,2
2016-01-08,11141,1,4,5.0,0.0,0.0,1,4
2016-01-09,11141,1,1,4.0,0.0,0.0,1,5
2016-01-11,11141,1,2,1.0,0.0,0.0,1,0
2016-01-13,11141,1,2,2.0,0.0,0.0,1,2
2016-01-16,11141,1,1,2.0,0.0,0.0,1,5
2016-01-17,11141,1,5,1.0,0.0,2.857142857142857,1,6
2016-01-20,11141,1,9,5.0,5.0,3.4285714285714284,1,2
2016-01-21,11141,1,2,9.0,4.0,3.142857142857143,1,3
2016-01-23,11141,1,3,2.0,1.0,3.4285714285714284,1,5
2016-01-24,11141,1,1,3.0,2.0,3.2857142857142856,1,6
2016-01-27,11141,1,7,1.0,2.0,4.0,1,2
2016-01-30,11141,1,1,7.0,1.0,4.0,1,5
2016-01-05,11152,1,1,0.0,0.0,0.0,1,1
2016-01-05,11152,1,1,1.0,0.0,0.0,1,1
2016-01-09,11152,1,1,1.0,0.0,0.0,1,5
2016-01-09,11152,1,1,1.0,0.0,0.0,1,5
2016-01-15,11152,1,1,1.0,0.0,0.0,1,4
2016-01-15,11152,1,1,1.0,0.0,0.0,1,4
2016-01-07,11196,1,1,0.0,0.0,0.0,1,3
2016-01-15,11196,1,1,1.0,0.0,0.0,1,4
2016-01-20,11196,1,4,1.0,0.0,0.0,1,2
2016-01-21,11196,1,2,4.0,0.0,0.0,1,3
2016-01-30,11196,1,1,2.0,0.0,0.0,1,5
2016-01-16,11199,1,1,0.0,0.0,0.0,1,5
2016-01-26,11199,1,1,1.0,0.0,0.0,1,1
2016-01-06,11200,1,1,0.0,0.0,0.0,1,2
2016-01-02,11213,1,2,0.0,0.0,0.0,1,5
2016-01-03,11213,1,1,2.0,0.0,0.0,1,6
2016-01-08,11213,1,1,1.0,0.0,0.0,1,4
2016-01-09,11213,1,1,1.0,0.0,0.0,1,5
2016-01-11,11213,1,1,1.0,0.0,0.0,1,0
2016-01-24,11213,1,2,1.0,0.0,0.0,1,6
2016-01-25,11213,1,1,2.0,0.0,1.2857142857142858,1,0
2016-01-27,11213,1,5,1.0,2.0,1.7142857142857142,1,2
2016-01-29,11213,1,1,5.0,1.0,1.7142857142857142,1,4
2016-01-30,11213,1,3,1.0,1.0,2.0,1,5
2016-01-01,11214,1,1,0.0,0.0,0.0,1,4
2016-01-20,11214,1,1,1.0,0.0,0.0,1,2
2016-01-24,11214,1,1,1.0,0.0,0.0,1,6
2016-01-29,11214,1,1,1.0,0.0,0.0,1,4
2016-01-02,11219,1,1,0.0,0.0,0.0,1,5
2016-01-03,11219,1,2,1.0,0.0,0.0,1,6
2016-01-06,11219,1,1,2.0,0.0,0.0,1,2
2016-01-07,11219,1,2,1.0,0.0,0.0,1,3
2016-01-08,11219,1,6,2.0,0.0,0.0,1,4
2016-01-09,11219,1,6,6.0,0.0,0.0,1,5
2016-01-10,11219,1,2,6.0,0.0,2.857142857142857,1,6
2016-01-12,11219,1,4,2.0,1.0,3.2857142857142856,1,1
2016-01-13,11219,1,2,4.0,2.0,3.2857142857142856,1,2
2016-01-15,11219,1,3,2.0,1.0,3.5714285714285716,1,4
2016-01-16,11219,1,1,3.0,2.0,3.4285714285714284,1,5
2016-01-17,11219,1,2,1.0,6.0,2.857142857142857,1,6
2016-01-18,11219,1,4,2.0,6.0,2.5714285714285716,1,0
2016-01-20,11219,1,2,4.0,2.0,2.5714285714285716,1,2
2016-01-21,11219,1,2,2.0,4.0,2.2857142857142856,1,3
2016-01-22,11219,1,15,2.0,2.0,4.142857142857143,1,4
2016-01-23,11219,1,3,15.0,3.0,4.142857142857143,1,5
2016-01-24,11219,1,9,3.0,1.0,5.285714285714286,1,6
2016-01-26,11219,1,3,9.0,2.0,5.428571428571429,1,1
2016-01-27,11219,1,2,3.0,4.0,5.142857142857143,1,2
2016-01-30,11219,1,7,2.0,2.0,5.857142857142857,1,5
2016-01-31,11219,1,9,7.0,2.0,6.857142857142857,1,6
2016-01-12,11227,1,1,0.0,0.0,0.0,1,1
2016-01-15,11227,1,2,1.0,0.0,0.0,1,4
2016-01-27,11227,1,1,2.0,0.0,0.0,1,2
2016-01-02,11238,1,1,0.0,0.0,0.0,1,5
2016-01-06,11238,1,2,1.0,0.0,0.0,1,2
2016-01-09,11238,1,2,2.0,0.0,0.0,1,5
2016-01-15,11238,1,1,2.0,0.0,0.0,1,4
2016-01-19,11238,1,1,1.0,0.0,0.0,1,1
2016-01-29,11238,1,2,1.0,0.0,0.0,1,4
2016-01-30,11238,1,1,2.0,0.0,1.4285714285714286,1,5
2016-01-30,11310,1,1,0.0,0.0,0.0,1,5
2016-01-30,11310,1,1,1.0,0.0,0.0,1,5
2016-01-04,11320,1,1,0.0,0.0,0.0,1,0
2016-01-15,11320,1,4,1.0,0.0,0.0,1,4
2016-01-18,11320,1,1,4.0,0.0,0.0,1,0
2016-01-23,11320,1,2,1.0,0.0,0.0,1,5
2016-01-25,11320,1,1,2.0,0.0,0.0,1,0
2016-01-27,11320,1,1,1.0,0.0,0.0,1,2
2016-01-28,11320,1,1,1.0,0.0,1.5714285714285714,1,3
2016-01-18,1133,1,1,0.0,0.0,0.0,1,0
2016-01-31,1133,1,1,1.0,0.0,0.0,1,6
2016-01-02,1135,1,1,0.0,0.0,0.0,1,5
2016-01-03,1135,1,1,1.0,0.0,0.0,1,6
2016-01-05,1135,1,1,1.0,0.0,0.0,1,1
2016-01-10,1135,1,1,1.0,0.0,0.0,1,6
2016-01-12,1135,1,1,1.0,0.0,0.0,1,1
2016-01-13,1135,1,1,1.0,0.0,0.0,1,2
2016-01-15,1135,1,1,1.0,0.0,1.0,1,4
2016-01-16,1135,1,1,1.0,1.0,1.0,1,5
2016-01-17,1135,1,1,1.0,1.0,1.0,1,6
2016-01-23,1135,1,1,1.0,1.0,1.0,1,5
2016-01-27,1135,1,1,1.0,1.0,1.0,1,2
2016-01-29,1135,1,1,1.0,1.0,1.0,1,4
2016-01-22,11353,1,1,0.0,0.0,0.0,1,4
2016-01-03,11354,1,1,0.0,0.0,0.0,1,6
2016-01-07,11354,1,1,1.0,0.0,0.0,1,3
2016-01-10,11354,1,1,1.0,0.0,0.0,1,6
2016-01-13,11354,1,1,1.0,0.0,0.0,1,2
2016-01-15,11354,1,2,1.0,0.0,0.0,1,4
2016-01-17,11354,1,3,2.0,0.0,0.0,1,6
2016-01-20,11354,1,1,3.0,0.0,1.4285714285714286,1,2
2016-01-23,11354,1,3,1.0,1.0,1.7142857142857142,1,5
2016-01-29,11354,1,4,3.0,1.0,2.142857142857143,1,4
2016-01-30,11354,1,2,4.0,1.0,2.2857142857142856,1,5
2016-01-03,11367,1,1,0.0,0.0,0.0,1,6
2016-01-06,11367,1,1,1.0,0.0,0.0,1,2
2016-01-15,11367,1,1,1.0,0.0,0.0,1,4
2016-01-24,11367,1,1,1.0,0.0,0.0,1,6
2016-01-28,11367,1,2,1.0,0.0,0.0,1,3
2016-01-30,11367,1,4,2.0,0.0,0.0,1,5
2016-01-15,11414,1,1,0.0,0.0,0.0,1,4
2016-01-23,11414,1,1,1.0,0.0,0.0,1,5
2016-01-17,11420,1,1,0.0,0.0,0.0,1,6
2016-01-20,11420,1,6,1.0,0.0,0.0,1,2
2016-01-06,11440,1,1,0.0,0.0,0.0,1,2
2016-01-09,11440,1,1,1.0,0.0,0.0,1,5
2016-01-24,11440,1,1,1.0,0.0,0.0,1,6
2016-01-26,11440,1,1,1.0,0.0,0.0,1,1
2016-01-12,11449,1,1,0.0,0.0,0.0,1,1
2016-01-02,11456,1,1,0.0,0.0,0.0,1,5
2016-01-23,11456,1,2,1.0,0.0,0.0,1,5
2016-01-29,11480,1,1,0.0,0.0,0.0,1,4
2016-01-05,11488,1,1,0.0,0.0,0.0,1,1
2016-01-08,11488,1,3,1.0,0.0,0.0,1,4
2016-01-13,11488,1,1,3.0,0.0,0.0,1,2
2016-01-22,11488,1,1,1.0,0.0,0.0,1,4
2016-01-05,115,1,2,0.0,0.0,0.0,1,1
2016-01-06,115,1,1,2.0,0.0,0.0,1,2
2016-01-07,115,1,1,1.0,0.0,0.0,1,3
2016-01-09,115,1,1,1.0,0.0,0.0,1,5
2016-01-12,115,1,1,1.0,0.0,0.0,1,1
2016-01-13,115,1,1,1.0,0.0,0.0,1,2
2016-01-21,115,1,1,1.0,0.0,1.1428571428571428,1,3
2016-01-23,115,1,2,1.0,2.0,1.1428571428571428,1,5
2016-01-24,115,1,1,2.0,1.0,1.1428571428571428,1,6
2016-01-30,115,1,1,1.0,1.0,1.1428571428571428,1,5
2016-01-07,1168,1,4,0.0,0.0,0.0,1,3
2016-01-17,1168,1,1,4.0,0.0,0.0,1,6
2016-01-22,1168,1,2,1.0,0.0,0.0,1,4
2016-01-23,1168,1,1,2.0,0.0,0.0,1,5
2016-01-24,1168,1,1,1.0,0.0,0.0,1,6
2016-01-04,11698,1,2,0.0,0.0,0.0,1,0
2016-01-08,11698,1,1,2.0,0.0,0.0,1,4
2016-01-09,11698,1,1,1.0,0.0,0.0,1,5
2016-01-15,11698,1,1,1.0,0.0,0.0,1,4
2016-01-21,11698,1,1,1.0,0.0,0.0,1,3
2016-01-23,11698,1,1,1.0,0.0,0.0,1,5
2016-01-24,11698,1,2,1.0,0.0,1.2857142857142858,1,6
2016-01-25,11698,1,1,2.0,2.0,1.1428571428571428,1,0
2016-01-26,11698,1,1,1.0,1.0,1.1428571428571428,1,1
2016-01-29,11698,1,4,1.0,1.0,1.5714285714285714,1,4
2016-01-30,11698,1,3,4.0,1.0,1.8571428571428572,1,5
2016-01-31,11698,1,1,3.0,1.0,1.8571428571428572,1,6
2016-01-09,1174,1,2,0.0,0.0,0.0,1,5
2016-01-15,1174,1,1,2.0,0.0,0.0,1,4
2016-01-29,1174,1,2,1.0,0.0,0.0,1,4
2016-01-30,1174,1,3,2.0,0.0,0.0,1,5
2016-01-31,11771,1,1,0.0,0.0,0.0,1,6
2016-01-04,1178,1,1,0.0,0.0,0.0,1,0
2016-01-05,1178,1,1,1.0,0.0,0.0,1,1
2016-01-06,1178,1,2,1.0,0.0,0.0,1,2
2016-01-07,1178,1,1,2.0,0.0,0.0,1,3
2016-01-09,1178,1,1,1.0,0.0,0.0,1,5
2016-01-13,1178,1,1,1.0,0.0,0.0,1,2
2016-01-20,1178,1,1,1.0,0.0,1.1428571428571428,1,2
2016-01-23,1178,1,1,1.0,1.0,1.1428571428571428,1,5
2016-01-26,1178,1,2,1.0,1.0,1.2857142857142858,1,1
2016-01-27,1178,1,1,2.0,2.0,1.1428571428571428,1,2
2016-01-29,1178,1,1,1.0,1.0,1.1428571428571428,1,4
2016-01-02,1180,1,2,0.0,0.0,0.0,1,5
2016-01-05,1180,1,1,2.0,0.0,0.0,1,1
2016-01-06,1180,1,1,1.0,0.0,0.0,1,2
2016-01-07,1180,1,2,1.0,0.0,0.0,1,3
2016-01-08,1180,1,4,2.0,0.0,0.0,1,4
2016-01-09,1180,1,1,4.0,0.0,0.0,1,5
2016-01-10,1180,1,6,1.0,0.0,2.4285714285714284,1,6
