Store,onHand,startDate,ItemId
1,39,2015-12-31,2026
1,8,2015-12-31,2029
1,16,2015-12-31,2030
1,4,2015-12-31,2034
1,6,2015-12-31,2035
1,0,2015-12-31,2036
1,2,2015-12-31,2041
1,1,2015-12-31,2043
1,6,2015-12-31,2045
1,3,2015-12-31,2047
1,6,2015-12-31,2050
1,2,2015-12-31,2054
1,2,2015-12-31,2062
1,8,2015-12-31,2082
1,11,2015-12-31,2083
1,11,2015-12-31,2085
1,0,2015-12-31,2086
1,8,2015-12-31,2087
1,8,2015-12-31,2089
1,10,2015-12-31,2098
1,11,2015-12-31,2100
1,4,2015-12-31,2103
1,5,2015-12-31,2104
1,51,2015-12-31,2105
1,6,2015-12-31,2112
1,85,2015-12-31,2114
1,5,2015-12-31,2116
1,22,2015-12-31,2117
1,39,2015-12-31,2120
1,17,2015-12-31,2121
1,22,2015-12-31,2122
1,9,2015-12-31,2123
1,0,2015-12-31,2125
1,85,2015-12-31,2127
1,5,2015-12-31,2130
1,147,2015-12-31,2131
1,13,2015-12-31,2132
1,10,2015-12-31,2136
1,9,2015-12-31,2142
1,28,2015-12-31,2143
1,10,2015-12-31,2145
1,19,2015-12-31,2148
1,35,2015-12-31,2149
1,16,2015-12-31,2152
1,12,2015-12-31,2153
1,8,2015-12-31,2155
1,5,2015-12-31,2156
1,4,2015-12-31,2158
1,5,2015-12-31,2159
1,30,2015-12-31,2161
1,3,2015-12-31,2162
1,9,2015-12-31,2163
1,32,2015-12-31,2164
1,52,2015-12-31,2170
1,6,2015-12-31,2171
1,0,2015-12-31,2182
1,1,2015-12-31,2183
1,6,2015-12-31,2184
1,8,2015-12-31,2186
1,8,2015-12-31,2189
1,13,2015-12-31,2193
1,4,2015-12-31,2199
1,12,2015-12-31,2200
1,9,2015-12-31,2202
1,5,2015-12-31,2207
1,1,2015-12-31,2209
1,14,2015-12-31,2212
1,7,2015-12-31,2214
1,3,2015-12-31,2226
1,0,2015-12-31,2230
1,6,2015-12-31,2232
1,7,2015-12-31,2235
1,7,2015-12-31,2237
1,4,2015-12-31,2238
1,2,2015-12-31,2239
1,6,2015-12-31,2241
1,4,2015-12-31,2242
1,3,2015-12-31,2245
1,7,2015-12-31,2246
1,0,2015-12-31,2250
1,39,2015-12-31,2254
1,5,2015-12-31,2258
1,5,2015-12-31,2262
1,4,2015-12-31,2270
1,9,2015-12-31,2280
1,25,2015-12-31,2287
1,17,2015-12-31,2290
1,1,2015-12-31,2292
1,6,2015-12-31,2302
1,2,2015-12-31,2310
1,0,2015-12-31,2329
1,3,2015-12-31,2333
1,4,2015-12-31,2339
1,8,2015-12-31,2366
1,4,2015-12-31,2368
1,2,2015-12-31,2369
1,27,2015-12-31,2373
1,15,2015-12-31,2374
1,2,2015-12-31,2382
1,64,2015-12-31,2398
1,6,2015-12-31,2412
1,11,2015-12-31,2418
1,8,2015-12-31,2426
1,54,2015-12-31,2432
1,3,2015-12-31,2433
1,11,2015-12-31,2435
1,18,2015-12-31,2436
1,10,2015-12-31,2438
1,9,2015-12-31,2440
1,36,2015-12-31,2443
1,13,2015-12-31,2445
1,1,2015-12-31,2448
1,23,2015-12-31,2465
1,19,2015-12-31,2466
1,0,2015-12-31,2468
1,22,2015-12-31,2476
1,9,2015-12-31,2494
1,9,2015-12-31,2496
1,13,2015-12-31,2499
1,9,2015-12-31,2508
1,0,2015-12-31,2512
1,4,2015-12-31,2514
1,0,2015-12-31,2517
1,4,2015-12-31,2518
1,4,2015-12-31,2520
1,12,2015-12-31,2522
1,4,2015-12-31,2531
1,9,2015-12-31,2532
1,9,2015-12-31,2534
1,6,2015-12-31,2543
1,11,2015-12-31,2549
1,3,2015-12-31,2554
1,1,2015-12-31,2570
1,12,2015-12-31,2582
1,123,2015-12-31,2585
1,0,2015-12-31,2586
1,8,2015-12-31,2587
1,53,2015-12-31,2589
1,11,2015-12-31,2590
1,4,2015-12-31,2591
1,12,2015-12-31,2593
1,2,2015-12-31,2595
1,8,2015-12-31,2597
1,1,2015-12-31,2598
1,4,2015-12-31,2602
1,8,2015-12-31,2604
1,3,2015-12-31,2606
1,17,2015-12-31,2607
1,7,2015-12-31,2609
1,8,2015-12-31,2611
1,79,2015-12-31,2615
1,4,2015-12-31,2619
1,39,2015-12-31,2622
1,0,2015-12-31,2623
1,10,2015-12-31,2624
1,2,2015-12-31,2625
1,0,2015-12-31,2626
1,32,2015-12-31,2628
1,5,2015-12-31,2630
1,1,2015-12-31,2631
1,4,2015-12-31,2636
1,6,2015-12-31,2637
1,2,2015-12-31,2639
1,4,2015-12-31,2640
1,4,2015-12-31,2643
1,12,2015-12-31,2644
1,28,2015-12-31,2645
1,29,2015-12-31,2646
1,3,2015-12-31,2648
1,33,2015-12-31,2654
1,11,2015-12-31,2655
1,17,2015-12-31,2656
1,8,2015-12-31,2658
1,13,2015-12-31,2661
1,51,2015-12-31,2663
1,6,2015-12-31,2664
1,29,2015-12-31,2665
1,3,2015-12-31,2667
1,14,2015-12-31,2668
1,6,2015-12-31,2670
1,7,2015-12-31,2672
1,39,2015-12-31,2675
1,6,2015-12-31,2676
1,3,2015-12-31,2678
1,17,2015-12-31,2679
1,3,2015-12-31,2682
1,6,2015-12-31,2684
1,6,2015-12-31,2686
1,17,2015-12-31,2689
1,49,2015-12-31,2690
1,20,2015-12-31,2692
1,0,2015-12-31,2694
1,1,2015-12-31,2696
1,33,2015-12-31,2704
1,20,2015-12-31,2711
1,15,2015-12-31,2713
1,4,2015-12-31,2714
1,0,2015-12-31,2715
1,3,2015-12-31,2717
1,8,2015-12-31,2721
1,9,2015-12-31,2722
1,25,2015-12-31,2723
1,5,2015-12-31,2727
1,10,2015-12-31,2733
1,0,2015-12-31,2734
1,0,2015-12-31,2737
1,0,2015-12-31,2739
1,8,2015-12-31,2740
1,6,2015-12-31,2748
1,6,2015-12-31,2749
1,1,2015-12-31,2751
1,16,2015-12-31,2752
1,38,2015-12-31,2753
1,24,2015-12-31,2755
1,18,2015-12-31,2756
1,51,2015-12-31,2757
1,20,2015-12-31,2759
1,32,2015-12-31,2760
1,6,2015-12-31,2767
1,12,2015-12-31,2769
1,25,2015-12-31,2770
1,5,2015-12-31,2772
1,12,2015-12-31,2779
1,19,2015-12-31,2780
1,16,2015-12-31,2783
1,6,2015-12-31,2787
1,18,2015-12-31,2788
1,3,2015-12-31,2792
1,2,2015-12-31,2793
1,0,2015-12-31,2794
1,2,2015-12-31,2795
1,0,2015-12-31,2797
1,2,2015-12-31,2800
1,0,2015-12-31,2801
1,6,2015-12-31,2802
1,2,2015-12-31,2803
1,2,2015-12-31,2808
1,3,2015-12-31,2812
1,0,2015-12-31,2814
1,4,2015-12-31,2815
1,2,2015-12-31,2816
1,4,2015-12-31,2821
1,13,2015-12-31,2822
1,6,2015-12-31,2826
1,0,2015-12-31,2830
1,13,2015-12-31,2834
1,2,2015-12-31,2838
1,2,2015-12-31,2839
1,8,2015-12-31,2841
1,5,2015-12-31,2851
1,5,2015-12-31,2852
1,15,2015-12-31,2854
1,22,2015-12-31,2855
1,3,2015-12-31,2856
1,0,2015-12-31,2859
1,8,2015-12-31,2862
1,4,2015-12-31,2868
1,30,2015-12-31,2874
1,11,2015-12-31,2878
1,8,2015-12-31,2879
1,2,2015-12-31,2882
1,6,2015-12-31,2889
1,5,2015-12-31,2890
1,0,2015-12-31,2893
1,9,2015-12-31,2894
1,3,2015-12-31,2897
1,8,2015-12-31,2898
1,4,2015-12-31,2899
1,11,2015-12-31,2902
1,8,2015-12-31,2906
1,3,2015-12-31,2909
1,4,2015-12-31,2912
1,9,2015-12-31,2917
1,5,2015-12-31,2920
1,7,2015-12-31,2924
1,11,2015-12-31,2926
1,18,2015-12-31,2932
1,5,2015-12-31,2935
1,2,2015-12-31,2942
1,13,2015-12-31,2944
1,11,2015-12-31,2946
1,5,2015-12-31,2949
1,7,2015-12-31,2951
1,16,2015-12-31,2952
1,0,2015-12-31,2954
1,11,2015-12-31,2956
1,8,2015-12-31,2957
1,8,2015-12-31,2958
1,2,2015-12-31,2960
1,0,2015-12-31,2963
1,16,2015-12-31,2965
1,3,2015-12-31,2967
1,8,2015-12-31,2973
1,11,2015-12-31,2975
1,1,2015-12-31,2979
1,6,2015-12-31,2982
1,7,2015-12-31,2985
1,10,2015-12-31,2988
1,2,2015-12-31,2989
1,6,2015-12-31,2990
1,7,2015-12-31,2991
1,6,2015-12-31,2992
1,6,2015-12-31,2994
1,104,2015-12-31,3012
1,31,2015-12-31,3016
1,30,2015-12-31,3020
1,9,2015-12-31,3025
1,1,2015-12-31,3038
1,12,2015-12-31,3039
1,32,2015-12-31,3040
1,18,2015-12-31,3041
1,17,2015-12-31,3042
1,14,2015-12-31,3045
1,8,2015-12-31,3046
1,11,2015-12-31,3050
1,33,2015-12-31,3054
1,0,2015-12-31,3058
1,8,2015-12-31,3061
1,13,2015-12-31,3062
1,1,2015-12-31,3070
1,18,2015-12-31,3072
1,20,2015-12-31,3079
1,0,2015-12-31,3085
1,7,2015-12-31,3086
1,11,2015-12-31,3089
1,10,2015-12-31,3100
1,0,2015-12-31,3102
1,9,2015-12-31,3104
1,8,2015-12-31,3107
1,9,2015-12-31,3123
1,2,2015-12-31,3125
1,53,2015-12-31,3133
1,23,2015-12-31,3137
1,14,2015-12-31,3139
1,9,2015-12-31,3147
1,42,2015-12-31,3150
1,4,2015-12-31,3153
1,24,2015-12-31,3154
1,28,2015-12-31,3158
1,18,2015-12-31,3161
1,9,2015-12-31,3162
1,15,2015-12-31,3168
1,2,2015-12-31,3172
1,7,2015-12-31,3174
1,1,2015-12-31,3176
1,46,2015-12-31,3180
1,13,2015-12-31,3183
1,9,2015-12-31,3189
1,27,2015-12-31,3194
1,15,2015-12-31,3197
1,8,2015-12-31,3201
1,7,2015-12-31,3204
1,10,2015-12-31,3209
1,15,2015-12-31,3216
1,18,2015-12-31,3218
1,56,2015-12-31,3219
1,1,2015-12-31,3220
1,7,2015-12-31,3221
1,26,2015-12-31,3227
1,9,2015-12-31,3230
1,7,2015-12-31,3231
1,9,2015-12-31,3233
1,31,2015-12-31,3234
1,5,2015-12-31,3235
1,10,2015-12-31,3237
1,24,2015-12-31,3238
1,13,2015-12-31,3239
1,7,2015-12-31,3243
1,28,2015-12-31,3244
1,9,2015-12-31,3246
1,0,2015-12-31,3253
1,6,2015-12-31,3257
1,9,2015-12-31,3268
1,7,2015-12-31,3272
1,35,2015-12-31,3276
1,1,2015-12-31,3278
1,8,2015-12-31,3279
1,0,2015-12-31,3282
1,0,2015-12-31,3285
1,10,2015-12-31,3286
1,0,2015-12-31,3288
1,6,2015-12-31,3294
1,7,2015-12-31,3295
1,10,2015-12-31,3296
1,18,2015-12-31,3300
1,29,2015-12-31,3305
1,16,2015-12-31,3310
1,10,2015-12-31,3314
1,0,2015-12-31,3315
1,7,2015-12-31,3316
1,6,2015-12-31,3324
1,11,2015-12-31,3325
1,17,2015-12-31,3326
1,21,2015-12-31,3329
1,10,2015-12-31,3335
1,9,2015-12-31,3343
1,19,2015-12-31,3344
1,75,2015-12-31,3345
1,7,2015-12-31,3347
1,64,2015-12-31,3348
1,73,2015-12-31,3349
1,36,2015-12-31,3351
1,25,2015-12-31,3352
1,10,2015-12-31,3354
1,26,2015-12-31,3356
1,0,2015-12-31,3357
1,6,2015-12-31,3363
1,32,2015-12-31,3364
1,7,2015-12-31,3365
1,15,2015-12-31,3366
1,0,2015-12-31,3367
1,32,2015-12-31,3368
1,11,2015-12-31,3373
1,6,2015-12-31,3376
1,5,2015-12-31,3377
1,14,2015-12-31,3385
1,14,2015-12-31,3388
1,22,2015-12-31,3389
1,7,2015-12-31,3390
1,26,2015-12-31,3396
1,30,2015-12-31,3397
1,20,2015-12-31,3405
1,4,2015-12-31,3409
1,22,2015-12-31,3410
1,35,2015-12-31,3412
1,36,2015-12-31,3420
1,28,2015-12-31,3422
1,60,2015-12-31,3423
1,11,2015-12-31,3425
1,35,2015-12-31,3427
1,17,2015-12-31,3436
1,12,2015-12-31,3437
1,6,2015-12-31,3444
1,0,2015-12-31,3452
1,33,2015-12-31,3456
1,4,2015-12-31,3457
1,25,2015-12-31,3458
1,19,2015-12-31,3462
1,17,2015-12-31,3464
1,12,2015-12-31,3467
1,8,2015-12-31,3472
1,27,2015-12-31,3476
1,2,2015-12-31,3481
1,6,2015-12-31,3483
1,15,2015-12-31,3485
1,15,2015-12-31,3486
1,18,2015-12-31,3487
1,9,2015-12-31,3488
1,57,2015-12-31,3489
1,19,2015-12-31,3495
1,2,2015-12-31,3497
1,61,2015-12-31,3498
1,0,2015-12-31,3500
1,33,2015-12-31,3502
1,9,2015-12-31,3503
1,59,2015-12-31,3505
1,34,2015-12-31,3510
1,25,2015-12-31,3511
1,171,2015-12-31,3512
1,21,2015-12-31,3513
1,56,2015-12-31,3515
1,26,2015-12-31,3517
1,5,2015-12-31,3518
1,16,2015-12-31,3522
1,4,2015-12-31,3524
1,3,2015-12-31,3527
1,3,2015-12-31,3528
1,19,2015-12-31,3529
1,6,2015-12-31,3532
1,6,2015-12-31,3533
1,3,2015-12-31,3534
1,5,2015-12-31,3539
1,129,2015-12-31,3545
1,1,2015-12-31,3547
1,9,2015-12-31,3549
1,3,2015-12-31,3560
1,106,2015-12-31,3562
1,7,2015-12-31,3564
1,15,2015-12-31,3565
1,190,2015-12-31,3568
1,120,2015-12-31,3571
1,2,2015-12-31,3578
1,9,2015-12-31,3579
1,21,2015-12-31,3580
1,29,2015-12-31,3583
1,6,2015-12-31,3584
1,5,2015-12-31,3591
1,5,2015-12-31,3592
1,4,2015-12-31,3593
1,16,2015-12-31,3595
1,4,2015-12-31,3597
1,12,2015-12-31,3598
1,5,2015-12-31,3601
1,52,2015-12-31,3606
1,139,2015-12-31,3607
1,25,2015-12-31,3608
1,21,2015-12-31,3609
1,0,2015-12-31,3610
1,28,2015-12-31,3612
1,16,2015-12-31,3614
1,7,2015-12-31,3617
1,9,2015-12-31,3618
1,3,2015-12-31,3620
1,27,2015-12-31,3625
1,30,2015-12-31,3626
1,11,2015-12-31,3627
1,24,2015-12-31,3629
1,29,2015-12-31,3630
1,7,2015-12-31,3636
1,40,2015-12-31,3637
1,7,2015-12-31,3639
1,1,2015-12-31,3640
1,6,2015-12-31,3643
1,10,2015-12-31,3648
1,76,2015-12-31,3650
1,48,2015-12-31,3651
1,14,2015-12-31,3652
1,67,2015-12-31,3654
1,19,2015-12-31,3656
1,57,2015-12-31,3658
1,18,2015-12-31,3662
1,9,2015-12-31,3663
1,10,2015-12-31,3667
1,16,2015-12-31,3668
1,11,2015-12-31,3670
1,10,2015-12-31,3672
1,18,2015-12-31,3677
1,8,2015-12-31,3679
1,35,2015-12-31,3680
1,53,2015-12-31,3682
1,20,2015-12-31,3683
1,0,2015-12-31,3684
1,5,2015-12-31,3687
1,1,2015-12-31,3688
1,6,2015-12-31,3689
1,3,2015-12-31,3690
1,24,2015-12-31,3693
1,10,2015-12-31,3694
1,0,2015-12-31,3695
1,17,2015-12-31,3696
1,4,2015-12-31,3699
1,0,2015-12-31,3701
1,16,2015-12-31,3702
1,88,2015-12-31,3703
1,29,2015-12-31,3704
1,44,2015-12-31,3706
1,0,2015-12-31,3707
1,9,2015-12-31,3716
1,19,2015-12-31,3724
1,24,2015-12-31,3725
1,0,2015-12-31,3726
1,27,2015-12-31,3727
1,30,2015-12-31,3728
1,0,2015-12-31,3730
1,13,2015-12-31,3731
1,5,2015-12-31,3733
1,2,2015-12-31,3736
1,0,2015-12-31,3738
1,6,2015-12-31,3743
1,32,2015-12-31,3745
1,35,2015-12-31,3746
1,28,2015-12-31,3747
1,5,2015-12-31,3754
1,4,2015-12-31,3755
1,25,2015-12-31,3757
1,6,2015-12-31,3758
1,13,2015-12-31,3760
1,10,2015-12-31,3761
1,24,2015-12-31,3762
1,7,2015-12-31,3763
1,2,2015-12-31,3764
1,24,2015-12-31,3766
1,5,2015-12-31,3768
1,9,2015-12-31,3769
1,7,2015-12-31,3770
1,11,2015-12-31,3773
1,58,2015-12-31,3776
1,17,2015-12-31,3779
1,14,2015-12-31,3780
1,11,2015-12-31,3781
1,25,2015-12-31,3782
1,47,2015-12-31,3783
1,17,2015-12-31,3784
1,14,2015-12-31,3785
1,15,2015-12-31,3787
1,0,2015-12-31,3788
1,10,2015-12-31,3790
1,5,2015-12-31,3791
1,6,2015-12-31,3792
1,8,2015-12-31,3793
1,7,2015-12-31,3794
1,8,2015-12-31,3797
1,8,2015-12-31,3798
1,6,2015-12-31,3800
1,59,2015-12-31,3802
1,9,2015-12-31,3804
1,55,2015-12-31,3805
1,40,2015-12-31,3808
1,57,2015-12-31,3811
1,8,2015-12-31,3815
1,0,2015-12-31,3818
1,32,2015-12-31,3820
1,13,2015-12-31,3821
1,39,2015-12-31,3826
1,13,2015-12-31,3827
1,17,2015-12-31,3830
1,25,2015-12-31,3834
1,17,2015-12-31,3835
1,16,2015-12-31,3836
1,229,2015-12-31,3837
1,15,2015-12-31,3840
1,90,2015-12-31,3847
1,2,2015-12-31,3851
1,17,2015-12-31,3857
1,47,2015-12-31,3858
1,46,2015-12-31,3859
1,6,2015-12-31,3863
1,8,2015-12-31,3870
1,17,2015-12-31,3871
1,82,2015-12-31,3876
1,9,2015-12-31,3877
1,34,2015-12-31,3878
1,19,2015-12-31,3879
1,0,2015-12-31,3881
1,20,2015-12-31,3882
1,11,2015-12-31,3883
1,8,2015-12-31,3884
1,7,2015-12-31,3887
1,20,2015-12-31,3889
1,7,2015-12-31,3890
1,5,2015-12-31,3893
1,6,2015-12-31,3894
1,28,2015-12-31,3896
1,40,2015-12-31,3899
1,8,2015-12-31,3900
1,28,2015-12-31,3910
1,93,2015-12-31,3913
1,4,2015-12-31,3915
1,10,2015-12-31,3918
1,25,2015-12-31,3919
1,5,2015-12-31,3921
1,7,2015-12-31,3923
1,1,2015-12-31,3924
1,12,2015-12-31,3925
1,14,2015-12-31,3928
1,6,2015-12-31,3929
1,12,2015-12-31,3930
1,12,2015-12-31,3938
1,13,2015-12-31,3939
1,12,2015-12-31,3940
1,4,2015-12-31,3941
1,11,2015-12-31,3943
1,11,2015-12-31,3945
1,3,2015-12-31,3947
1,60,2015-12-31,3951
1,7,2015-12-31,3952
1,2,2015-12-31,3959
1,21,2015-12-31,3960
1,12,2015-12-31,3961
1,12,2015-12-31,3967
1,11,2015-12-31,3969
1,6,2015-12-31,3970
1,11,2015-12-31,3978
1,10,2015-12-31,3980
1,4,2015-12-31,3982
1,5,2015-12-31,3984
1,5,2015-12-31,3987
1,21,2015-12-31,3989
1,66,2015-12-31,3997
1,9,2015-12-31,3998
1,12,2015-12-31,3999
1,7,2015-12-31,4010
1,5,2015-12-31,4018
1,106,2015-12-31,4025
1,4,2015-12-31,4034
1,9,2015-12-31,4040
1,0,2015-12-31,4042
1,9,2015-12-31,4044
1,0,2015-12-31,4050
1,28,2015-12-31,4054
1,7,2015-12-31,4060
1,8,2015-12-31,4062
1,36,2015-12-31,4064
1,19,2015-12-31,4066
1,7,2015-12-31,4075
1,13,2015-12-31,4089
1,1,2015-12-31,4091
1,6,2015-12-31,4101
1,19,2015-12-31,4103
1,30,2015-12-31,4105
1,30,2015-12-31,4113
1,5,2015-12-31,4121
1,0,2015-12-31,4130
1,6,2015-12-31,4131
1,122,2015-12-31,4135
1,1,2015-12-31,4141
1,18,2015-12-31,4145
1,12,2015-12-31,4148
1,100,2015-12-31,4149
1,0,2015-12-31,4152
1,20,2015-12-31,4153
1,85,2015-12-31,4157
1,1,2015-12-31,4160
1,21,2015-12-31,4174
1,8,2015-12-31,4176
1,33,2015-12-31,4178
1,7,2015-12-31,4179
1,3,2015-12-31,4181
1,3,2015-12-31,4187
