StoreID,SalesQuantity,SalesDate,ItemId
1,1,1/30/2016,10266
1,1,1/3/2016,1029
1,1,1/7/2016,10296
1,1,1/8/2016,10296
1,2,1/16/2016,10296
1,3,1/23/2016,10296
1,2,1/29/2016,10296
1,1,1/9/2016,1031
1,1,1/2/2016,1033
1,1,1/3/2016,1033
1,2,1/7/2016,1035
1,1,1/9/2016,1035
1,1,1/10/2016,1035
1,2,1/4/2016,1036
1,1,1/8/2016,1036
1,1,1/22/2016,1036
1,1,1/23/2016,1036
1,1,1/23/2016,1037
1,1,1/18/2016,1039
1,1,1/26/2016,1039
1,1,1/30/2016,1039
1,2,1/6/2016,10420
1,2,1/7/2016,10420
1,1,1/15/2016,10420
1,1,1/21/2016,10420
1,2,1/22/2016,10420
1,1,1/23/2016,10420
1,1,1/27/2016,10420
1,2,1/29/2016,10420
1,1,1/3/2016,10421
1,1,1/7/2016,10421
1,2,1/9/2016,10421
1,2,1/10/2016,10421
1,1,1/13/2016,10421
1,2,1/15/2016,10421
1,1,1/18/2016,10421
1,1,1/24/2016,10421
1,2,1/26/2016,10421
1,2,1/27/2016,10421
1,2,1/28/2016,10421
1,4,1/8/2016,10441
1,6,1/18/2016,10441
1,2,1/20/2016,10441
1,1,1/2/2016,10443
1,1,1/29/2016,10443
1,3,1/2/2016,10451
1,1,1/6/2016,10451
1,1,1/7/2016,10451
1,7,1/9/2016,10451
1,12,1/10/2016,10451
1,1,1/18/2016,10451
1,12,1/21/2016,10451
1,1,1/22/2016,10451
1,2,1/23/2016,10451
1,1,1/27/2016,10451
1,2,1/6/2016,10453
1,12,1/8/2016,10453
1,1,1/14/2016,10453
1,1,1/17/2016,10453
1,1,1/20/2016,10453
1,1,1/22/2016,10453
1,1,1/25/2016,10453
1,1,1/27/2016,10453
1,1,1/31/2016,10453
1,2,1/27/2016,10469
1,1,1/9/2016,10472
1,1,1/15/2016,10472
1,1,1/16/2016,10472
1,1,1/25/2016,10472
1,1,1/27/2016,10472
1,1,1/30/2016,10472
1,3,1/31/2016,10472
1,1,1/4/2016,1051
1,1,1/23/2016,1051
1,2,1/20/2016,10579
1,2,1/1/2016,10596
1,1,1/4/2016,10596
1,2,1/8/2016,10596
1,1,1/21/2016,10596
1,1,1/26/2016,10596
1,2,1/1/2016,1060
1,1,1/2/2016,1060
1,1,1/11/2016,1060
1,1,1/13/2016,1060
1,1,1/16/2016,1060
1,1,1/22/2016,1060
1,1,1/14/2016,10603
1,1,1/15/2016,10603
1,1,1/16/2016,10603
1,1,1/20/2016,10603
1,2,1/23/2016,10603
1,1,1/24/2016,10603
1,1,1/26/2016,10603
1,1,1/27/2016,10603
1,3,1/30/2016,10603
1,3,1/6/2016,10609
1,2,1/9/2016,10609
1,1,1/16/2016,10609
1,3,1/21/2016,10609
1,5,1/22/2016,10609
1,2,1/2/2016,1061
1,1,1/5/2016,1061
1,2,1/4/2016,10626
1,1,1/7/2016,10626
1,1,1/8/2016,10626
1,1,1/10/2016,10626
1,1,1/14/2016,10626
1,1,1/16/2016,10626
1,1,1/20/2016,10626
1,1,1/21/2016,10626
1,1,1/26/2016,10626
1,1,1/28/2016,10626
1,1,1/29/2016,10626
1,1,1/31/2016,10626
1,1,1/15/2016,1064
1,1,1/29/2016,1064
1,1,1/20/2016,1065
1,1,1/22/2016,1065
1,2,1/1/2016,10676
1,2,1/8/2016,10676
1,1,1/9/2016,10676
1,1,1/10/2016,10676
1,4,1/3/2016,10680
1,2,1/17/2016,10680
1,2,1/30/2016,10680
1,1,1/2/2016,10723
1,1,1/3/2016,10723
1,1,1/10/2016,10723
1,1,1/12/2016,10723
1,1,1/2/2016,10727
1,1,1/3/2016,10727
1,2,1/5/2016,10727
1,1,1/6/2016,10727
1,3,1/8/2016,10727
1,6,1/12/2016,10727
1,1,1/14/2016,10727
1,1,1/15/2016,10727
1,2,1/16/2016,10727
1,1,1/18/2016,10727
1,8,1/22/2016,10727
1,2,1/23/2016,10727
1,2,1/25/2016,10727
1,1,1/27/2016,10727
1,6,1/29/2016,10727
1,2,1/6/2016,10750
1,1,1/7/2016,10750
1,1,1/22/2016,10750
1,1,1/30/2016,10750
1,1,1/7/2016,10874
1,1,1/8/2016,10874
1,1,1/15/2016,10874
1,14,1/23/2016,10874
1,6,1/29/2016,10874
1,3,1/30/2016,10874
1,2,1/29/2016,10895
1,2,1/2/2016,10927
1,1,1/12/2016,10927
1,1,1/13/2016,10927
1,1,1/20/2016,10927
1,1,1/15/2016,1094
1,1,1/5/2016,10957
1,8,1/9/2016,10957
1,1,1/18/2016,10957
1,1,1/22/2016,10957
1,6,1/23/2016,10957
1,1,1/29/2016,10957
1,2,1/30/2016,10957
1,2,1/2/2016,11067
1,2,1/3/2016,11067
1,1,1/7/2016,11089
1,2,1/8/2016,11089
1,1,1/12/2016,11089
1,1,1/20/2016,11089
1,1,1/22/2016,11089
1,1,1/31/2016,11089
1,1,1/28/2016,1112
1,5,1/6/2016,11141
1,4,1/8/2016,11141
1,1,1/9/2016,11141
1,2,1/11/2016,11141
1,2,1/13/2016,11141
1,1,1/16/2016,11141
1,5,1/17/2016,11141
1,9,1/20/2016,11141
1,2,1/21/2016,11141
1,3,1/23/2016,11141
1,1,1/24/2016,11141
1,7,1/27/2016,11141
1,1,1/30/2016,11141
1,1,1/5/2016,11152
1,1,1/9/2016,11152
1,1,1/15/2016,11152
1,1,1/7/2016,11196
1,1,1/15/2016,11196
1,4,1/20/2016,11196
1,2,1/21/2016,11196
1,1,1/30/2016,11196
1,1,1/16/2016,11199
1,1,1/26/2016,11199
1,1,1/6/2016,11200
1,2,1/2/2016,11213
1,1,1/3/2016,11213
1,1,1/8/2016,11213
1,1,1/9/2016,11213
1,1,1/11/2016,11213
1,2,1/24/2016,11213
1,1,1/25/2016,11213
1,5,1/27/2016,11213
1,1,1/29/2016,11213
1,3,1/30/2016,11213
1,1,1/1/2016,11214
1,1,1/20/2016,11214
1,1,1/24/2016,11214
1,1,1/29/2016,11214
1,1,1/2/2016,11219
1,2,1/3/2016,11219
1,1,1/6/2016,11219
1,2,1/7/2016,11219
1,6,1/8/2016,11219
1,6,1/9/2016,11219
1,2,1/10/2016,11219
1,4,1/12/2016,11219
1,2,1/13/2016,11219
1,3,1/15/2016,11219
1,1,1/16/2016,11219
1,2,1/17/2016,11219
1,4,1/18/2016,11219
1,2,1/20/2016,11219
1,2,1/21/2016,11219
1,15,1/22/2016,11219
1,3,1/23/2016,11219
1,9,1/24/2016,11219
1,3,1/26/2016,11219
1,2,1/27/2016,11219
1,7,1/30/2016,11219
1,9,1/31/2016,11219
1,1,1/12/2016,11227
1,2,1/15/2016,11227
1,1,1/27/2016,11227
1,1,1/2/2016,11238
1,2,1/6/2016,11238
1,2,1/9/2016,11238
1,1,1/15/2016,11238
1,1,1/19/2016,11238
1,2,1/29/2016,11238
1,1,1/30/2016,11238
1,1,1/30/2016,11310
1,1,1/4/2016,11320
1,4,1/15/2016,11320
1,1,1/18/2016,11320
1,2,1/23/2016,11320
1,1,1/25/2016,11320
1,1,1/27/2016,11320
1,1,1/28/2016,11320
1,1,1/18/2016,1133
1,1,1/31/2016,1133
1,1,1/2/2016,1135
1,1,1/3/2016,1135
1,1,1/5/2016,1135
1,1,1/10/2016,1135
1,1,1/12/2016,1135
1,1,1/13/2016,1135
1,1,1/15/2016,1135
1,1,1/16/2016,1135
1,1,1/17/2016,1135
1,1,1/23/2016,1135
1,1,1/27/2016,1135
1,1,1/29/2016,1135
1,1,1/22/2016,11353
1,1,1/3/2016,11354
1,1,1/7/2016,11354
1,1,1/10/2016,11354
1,1,1/13/2016,11354
1,2,1/15/2016,11354
1,3,1/17/2016,11354
1,1,1/20/2016,11354
1,3,1/23/2016,11354
1,4,1/29/2016,11354
1,2,1/30/2016,11354
1,1,1/3/2016,11367
1,1,1/6/2016,11367
1,1,1/15/2016,11367
1,1,1/24/2016,11367
1,2,1/28/2016,11367
1,4,1/30/2016,11367
1,1,1/15/2016,11414
1,1,1/23/2016,11414
1,1,1/17/2016,11420
1,6,1/20/2016,11420
1,1,1/6/2016,11440
1,1,1/9/2016,11440
1,1,1/24/2016,11440
1,1,1/26/2016,11440
1,1,1/12/2016,11449
1,1,1/2/2016,11456
1,2,1/23/2016,11456
1,1,1/29/2016,11480
1,1,1/5/2016,11488
1,3,1/8/2016,11488
1,1,1/13/2016,11488
1,1,1/22/2016,11488
1,2,1/5/2016,115
1,1,1/6/2016,115
1,1,1/7/2016,115
1,1,1/9/2016,115
1,1,1/12/2016,115
1,1,1/13/2016,115
1,1,1/21/2016,115
1,2,1/23/2016,115
1,1,1/24/2016,115
1,1,1/30/2016,115
1,4,1/7/2016,1168
1,1,1/17/2016,1168
1,2,1/22/2016,1168
1,1,1/23/2016,1168
1,1,1/24/2016,1168
1,2,1/4/2016,11698
1,1,1/8/2016,11698
1,1,1/9/2016,11698
1,1,1/15/2016,11698
1,1,1/21/2016,11698
1,1,1/23/2016,11698
1,2,1/24/2016,11698
1,1,1/25/2016,11698
1,1,1/26/2016,11698
1,4,1/29/2016,11698
1,3,1/30/2016,11698
1,1,1/31/2016,11698
1,2,1/9/2016,1174
1,1,1/15/2016,1174
1,2,1/29/2016,1174
1,3,1/30/2016,1174
1,1,1/31/2016,11771
1,1,1/4/2016,1178
1,1,1/5/2016,1178
1,2,1/6/2016,1178
1,1,1/7/2016,1178
1,1,1/9/2016,1178
1,1,1/13/2016,1178
1,1,1/20/2016,1178
1,1,1/23/2016,1178
1,2,1/26/2016,1178
1,1,1/27/2016,1178
1,1,1/29/2016,1178
1,2,1/2/2016,1180
1,1,1/5/2016,1180
1,1,1/6/2016,1180
1,2,1/7/2016,1180
1,4,1/8/2016,1180
1,1,1/9/2016,1180
1,6,1/10/2016,1180
1,1,1/11/2016,1180
1,1,1/13/2016,1180
1,4,1/15/2016,1180
1,2,1/17/2016,1180
1,2,1/20/2016,1180
1,4,1/27/2016,1180
1,1,1/28/2016,1180
1,2,1/29/2016,1180
1,1,1/30/2016,1180
1,2,1/31/2016,1180
1,1,1/4/2016,11825
1,12,1/5/2016,11825
1,4,1/7/2016,11825
1,3,1/10/2016,11825
1,4,1/11/2016,11825
1,1,1/13/2016,11825
1,1,1/15/2016,11825
1,1,1/17/2016,11825
1,1,1/19/2016,11825
1,2,1/21/2016,11825
1,5,1/23/2016,11825
1,2,1/24/2016,11825
1,1,1/27/2016,11825
1,4,1/28/2016,11825
1,1,1/2/2016,11826
1,5,1/3/2016,11826
1,12,1/5/2016,11826
1,2,1/6/2016,11826
1,2,1/9/2016,11826
1,1,1/10/2016,11826
1,4,1/14/2016,11826
1,3,1/15/2016,11826
1,1,1/17/2016,11826
1,1,1/20/2016,11826
1,1,1/21/2016,11826
1,3,1/23/2016,11826
1,1,1/26/2016,11826
1,5,1/28/2016,11826
1,14,1/5/2016,11827
1,2,1/10/2016,11827
1,2,1/13/2016,11827
1,1,1/19/2016,11827
1,3,1/22/2016,11827
1,2,1/23/2016,11827
1,2,1/25/2016,11827
1,1,1/3/2016,11828
1,3,1/6/2016,11828
1,1,1/7/2016,11828
1,6,1/9/2016,11828
1,3,1/12/2016,11828
1,4,1/13/2016,11828
1,1,1/15/2016,11828
1,1,1/20/2016,11828
1,7,1/23/2016,11828
1,2,1/24/2016,11828
1,2,1/28/2016,11828
1,2,1/30/2016,11828
1,1,1/18/2016,1186
1,1,1/1/2016,11888
1,1,1/2/2016,11888
1,1,1/9/2016,11888
1,1,1/13/2016,11888
1,2,1/15/2016,11888
1,1,1/18/2016,11888
1,1,1/21/2016,11888
1,1,1/29/2016,11888
1,1,1/31/2016,11888
1,1,1/7/2016,11957
1,1,1/8/2016,11957
1,1,1/9/2016,11957
1,1,1/12/2016,11957
1,1,1/22/2016,11957
1,1,1/23/2016,11957
1,1,1/24/2016,11957
1,1,1/29/2016,11957
1,3,1/31/2016,11957
1,1,1/17/2016,11970
1,2,1/23/2016,11970
1,4,1/26/2016,11970
1,1,1/15/2016,120
1,1,1/28/2016,120
1,1,1/2/2016,12069
1,2,1/3/2016,12069
1,2,1/5/2016,12069
1,5,1/11/2016,12069
1,2,1/15/2016,12069
1,1,1/26/2016,12069
1,1,1/3/2016,12078
1,1,1/13/2016,12078
1,1,1/21/2016,12078
1,1,1/23/2016,12078
1,1,1/8/2016,12086
1,1,1/2/2016,12111
1,1,1/29/2016,12111
1,1,1/30/2016,12111
1,1,1/15/2016,12116
1,1,1/19/2016,12116
1,1,1/29/2016,12116
1,1,1/1/2016,1212
1,1,1/2/2016,1212
1,1,1/6/2016,1212
1,1,1/8/2016,1212
1,1,1/27/2016,1212
1,1,1/2/2016,12123
1,1,1/7/2016,12123
1,1,1/21/2016,12123
1,2,1/22/2016,12123
1,1,1/26/2016,12123
1,1,1/27/2016,12123
1,2,1/5/2016,12140
1,2,1/11/2016,12140
1,2,1/23/2016,12140
1,1,1/29/2016,12140
1,1,1/6/2016,12147
1,1,1/7/2016,12147
1,5,1/9/2016,12147
1,1,1/10/2016,12147
1,1,1/11/2016,12147
1,1,1/13/2016,12147
1,2,1/19/2016,12147
1,1,1/20/2016,12147
1,2,1/22/2016,12147
1,20,1/23/2016,12147
1,1,1/29/2016,12147
1,1,1/30/2016,12147
1,2,1/31/2016,12147
1,1,1/6/2016,12155
1,1,1/9/2016,12155
1,1,1/26/2016,12155
1,1,1/27/2016,12155
1,1,1/30/2016,12155
1,1,1/1/2016,12191
1,1,1/7/2016,12191
1,1,1/16/2016,12191
1,1,1/28/2016,12191
1,1,1/5/2016,1220
1,1,1/6/2016,1220
1,1,1/9/2016,1220
1,2,1/15/2016,1220
1,6,1/16/2016,1220
1,1,1/17/2016,1220
1,1,1/26/2016,1220
1,1,1/28/2016,1220
1,1,1/29/2016,1220
1,2,1/30/2016,1220
1,1,1/20/2016,12211
1,2,1/2/2016,12213
1,3,1/6/2016,12213
1,2,1/8/2016,12213
1,1,1/9/2016,12213
1,1,1/10/2016,12213
1,6,1/12/2016,12213
1,1,1/17/2016,12213
1,2,1/19/2016,12213
1,1,1/21/2016,12213
1,1,1/22/2016,12213
1,2,1/23/2016,12213
1,1,1/30/2016,12213
1,2,1/2/2016,12216
1,4,1/6/2016,12216
1,12,1/13/2016,12216
1,2,1/14/2016,12216
1,2,1/22/2016,12216
1,1,1/23/2016,12216
1,1,1/26/2016,12216
1,1,1/29/2016,12216
1,1,1/6/2016,12220
1,1,1/7/2016,12220
1,2,1/8/2016,12220
1,1,1/9/2016,12220
1,1,1/11/2016,12220
1,1,1/12/2016,12220
1,5,1/15/2016,12220
1,2,1/16/2016,12220
1,1,1/18/2016,12220
1,1,1/22/2016,12220
1,2,1/24/2016,12220
1,3,1/25/2016,12220
1,14,1/26/2016,12220
1,1,1/28/2016,12220
1,4,1/30/2016,12220
1,2,1/31/2016,12220
1,1,1/9/2016,12227
1,2,1/13/2016,12227
1,1,1/14/2016,12235
1,1,1/29/2016,1226
1,1,1/9/2016,12270
1,1,1/12/2016,12270
1,1,1/13/2016,12270
1,1,1/24/2016,12270
1,1,1/27/2016,12270
1,1,1/29/2016,1228
1,2,1/2/2016,1231
1,1,1/3/2016,1231
1,1,1/5/2016,1231
1,1,1/6/2016,1231
1,2,1/8/2016,1231
1,2,1/9/2016,1231
1,1,1/10/2016,1231
1,2,1/13/2016,1231
1,3,1/15/2016,1231
1,1,1/16/2016,1231
1,2,1/17/2016,1231
1,1,1/20/2016,1231
1,1,1/22/2016,1231
1,2,1/23/2016,1231
1,1,1/25/2016,1231
1,8,1/29/2016,1231
1,2,1/13/2016,12310
1,2,1/2/2016,1232
1,6,1/5/2016,1232
1,5,1/7/2016,1232
1,2,1/9/2016,1232
1,2,1/10/2016,1232
1,5,1/11/2016,1232
1,1,1/13/2016,1232
1,1,1/14/2016,1232
1,5,1/15/2016,1232
1,2,1/16/2016,1232
1,2,1/17/2016,1232
1,1,1/18/2016,1232
1,3,1/20/2016,1232
1,4,1/21/2016,1232
1,1,1/23/2016,1232
1,5,1/24/2016,1232
1,1,1/25/2016,1232
1,13,1/27/2016,1232
1,2,1/28/2016,1232
1,3,1/30/2016,1232
1,2,1/31/2016,1232
1,5,1/2/2016,1233
1,4,1/3/2016,1233
1,3,1/5/2016,1233
1,9,1/6/2016,1233
1,5,1/7/2016,1233
1,8,1/9/2016,1233
1,5,1/10/2016,1233
1,3,1/11/2016,1233
1,6,1/13/2016,1233
1,5,1/16/2016,1233
1,6,1/17/2016,1233
1,1,1/21/2016,1233
1,7,1/23/2016,1233
1,6,1/24/2016,1233
1,3,1/25/2016,1233
1,6,1/27/2016,1233
1,13,1/30/2016,1233
1,5,1/31/2016,1233
1,1,1/2/2016,12343
1,1,1/8/2016,12343
1,1,1/13/2016,12343
1,1,1/23/2016,12343
1,1,1/25/2016,12343
1,1,1/30/2016,12343
1,1,1/16/2016,1237
1,1,1/20/2016,1237
1,2,1/1/2016,1238
1,3,1/9/2016,1238
1,2,1/11/2016,1238
1,5,1/28/2016,1238
1,2,1/22/2016,12388
1,2,1/23/2016,12388
1,1,1/17/2016,1239
1,1,1/20/2016,1239
1,1,1/30/2016,1239
1,1,1/2/2016,12416
1,1,1/7/2016,12416
1,1,1/8/2016,12416
1,6,1/20/2016,12428
1,2,1/30/2016,1244
1,1,1/31/2016,1244
1,1,1/9/2016,12465
1,32,1/29/2016,12465
1,1,1/2/2016,12478
1,1,1/9/2016,12478
1,1,1/25/2016,12478
1,1,1/31/2016,12478
1,3,1/2/2016,12479
1,1,1/25/2016,12479
1,1,1/2/2016,12495
1,1,1/5/2016,12495
1,1,1/15/2016,12495
1,1,1/17/2016,12495
1,3,1/22/2016,12495
1,1,1/23/2016,12495
1,1,1/28/2016,12495
1,1,1/29/2016,12495
1,1,1/10/2016,12520
1,2,1/19/2016,12520
1,1,1/29/2016,12520
1,1,1/5/2016,1258
1,1,1/9/2016,1258
1,1,1/11/2016,1258
1,1,1/13/2016,1258
1,1,1/26/2016,1258
1,1,1/29/2016,1258
1,2,1/4/2016,12586
1,2,1/5/2016,12586
1,1,1/6/2016,12586
1,1,1/7/2016,12586
1,1,1/8/2016,12586
1,8,1/9/2016,12586
1,1,1/13/2016,12586
1,2,1/17/2016,12586
1,1,1/18/2016,12586
1,2,1/21/2016,12586
1,2,1/22/2016,12586
1,5,1/23/2016,12586
1,1,1/27/2016,12586
1,2,1/9/2016,126
1,1,1/11/2016,126
1,3,1/14/2016,126
1,2,1/15/2016,126
1,1,1/20/2016,126
1,3,1/22/2016,126
1,1,1/23/2016,126
1,2,1/24/2016,126
1,1,1/25/2016,126
1,1,1/26/2016,126
1,1,1/27/2016,126
1,2,1/29/2016,126
1,1,1/30/2016,126
1,4,1/25/2016,1261
1,3,1/26/2016,1261
1,5,1/27/2016,1261
1,14,1/29/2016,1261
1,1,1/30/2016,1261
1,1,1/13/2016,12656
1,1,1/4/2016,12666
1,2,1/9/2016,12666
1,2,1/13/2016,12666
1,3,1/14/2016,12666
1,1,1/17/2016,12666
1,2,1/21/2016,12666
1,2,1/24/2016,12666
1,1,1/27/2016,12666
1,1,1/28/2016,12666
1,2,1/29/2016,12666
1,1,1/31/2016,12666
1,2,1/9/2016,12685
1,2,1/15/2016,12685
1,1,1/28/2016,12685
1,1,1/31/2016,12685
1,1,1/2/2016,1269
1,1,1/7/2016,1269
1,1,1/10/2016,1269
1,3,1/15/2016,1269
1,1,1/16/2016,1269
1,2,1/21/2016,1269
1,1,1/22/2016,1269
1,1,1/23/2016,1269
1,1,1/29/2016,1269
1,1,1/30/2016,1269
1,1,1/31/2016,1269
1,1,1/16/2016,1271
1,1,1/30/2016,1271
1,1,1/12/2016,1273
1,1,1/20/2016,1273
1,1,1/2/2016,12747
1,1,1/5/2016,12747
1,1,1/9/2016,12747
1,1,1/10/2016,12747
1,1,1/13/2016,12747
1,1,1/15/2016,12747
1,1,1/20/2016,12747
1,2,1/22/2016,12747
1,1,1/30/2016,12747
1,4,1/2/2016,12771
1,2,1/5/2016,12771
1,1,1/10/2016,12771
1,3,1/15/2016,12771
1,1,1/19/2016,12771
1,2,1/21/2016,12771
1,2,1/22/2016,12771
1,2,1/23/2016,12771
1,1,1/24/2016,12771
1,4,1/26/2016,12771
1,2,1/27/2016,12771
1,1,1/25/2016,12772
1,3,1/11/2016,12773
1,1,1/12/2016,12773
1,1,1/17/2016,12773
1,1,1/23/2016,12773
1,1,1/8/2016,1278
1,1,1/15/2016,1278
1,1,1/27/2016,1278
1,2,1/28/2016,1278
1,1,1/29/2016,1278
1,1,1/6/2016,1281
1,1,1/16/2016,1281
1,1,1/28/2016,1281
1,1,1/19/2016,1282
1,1,1/22/2016,1282
1,1,1/30/2016,1282
1,1,1/3/2016,12901
1,1,1/4/2016,12901
1,1,1/15/2016,12901
1,1,1/23/2016,12901
1,1,1/29/2016,12943
1,2,1/8/2016,12945
1,1,1/21/2016,12945
1,2,1/23/2016,12945
1,1,1/26/2016,12945
1,1,1/29/2016,12945
1,1,1/31/2016,12945
1,5,1/1/2016,1295
1,2,1/2/2016,1295
1,2,1/3/2016,1295
1,1,1/6/2016,1295
1,1,1/7/2016,1295
1,1,1/8/2016,1295
1,4,1/9/2016,1295
1,1,1/10/2016,1295
1,2,1/11/2016,1295
1,9,1/12/2016,1295
1,3,1/13/2016,1295
1,2,1/14/2016,1295
1,5,1/15/2016,1295
1,2,1/16/2016,1295
1,2,1/18/2016,1295
1,1,1/19/2016,1295
1,2,1/21/2016,1295
1,3,1/22/2016,1295
1,5,1/23/2016,1295
1,3,1/26/2016,1295
1,4,1/27/2016,1295
1,2,1/29/2016,1295
1,4,1/30/2016,1295
1,2,1/16/2016,12951
1,2,1/23/2016,12951
1,1,1/29/2016,12951
1,2,1/10/2016,12994
1,1,1/12/2016,12994
1,1,1/22/2016,12994
1,4,1/23/2016,12994
1,2,1/25/2016,12994
1,1,1/22/2016,13081
1,1,1/21/2016,1309
1,1,1/16/2016,13097
1,1,1/22/2016,13097
1,1,1/23/2016,13097
1,1,1/31/2016,13097
1,3,1/16/2016,13124
1,2,1/23/2016,13124
1,2,1/3/2016,13141
1,2,1/17/2016,13141
1,1,1/23/2016,13141
1,2,1/26/2016,13141
1,2,1/29/2016,13141
1,1,1/8/2016,13163
1,2,1/15/2016,13163
1,1,1/17/2016,13163
1,2,1/29/2016,13163
1,2,1/30/2016,13163
1,1,1/8/2016,13225
1,2,1/2/2016,1323
1,1,1/6/2016,1323
1,1,1/10/2016,1323
1,1,1/12/2016,1323
1,4,1/13/2016,1323
1,1,1/14/2016,1323
1,1,1/17/2016,1323
1,1,1/18/2016,1323
1,1,1/19/2016,1323
1,1,1/23/2016,1323
1,1,1/25/2016,1323
1,1,1/30/2016,1323
1,3,1/6/2016,13258
1,2,1/7/2016,13258
1,3,1/22/2016,13258
1,2,1/28/2016,13258
1,1,1/29/2016,13258
1,1,1/16/2016,13260
1,3,1/29/2016,13260
1,1,1/21/2016,1330
1,1,1/29/2016,1330
1,2,1/8/2016,13303
1,2,1/12/2016,13303
1,1,1/14/2016,13303
1,1,1/20/2016,13303
1,1,1/25/2016,13303
1,1,1/30/2016,13303
1,1,1/2/2016,1336
1,1,1/3/2016,1336
1,1,1/15/2016,1336
1,1,1/29/2016,1336
1,2,1/2/2016,13393
1,2,1/9/2016,13393
1,1,1/17/2016,13393
1,1,1/22/2016,13393
1,1,1/27/2016,13393
1,1,1/29/2016,13393
1,1,1/4/2016,13395
1,1,1/10/2016,13397
1,2,1/15/2016,13397
1,1,1/30/2016,13397
1,1,1/19/2016,1340
1,1,1/28/2016,1340
1,1,1/2/2016,13422
1,2,1/29/2016,13422
1,4,1/6/2016,13430
1,2,1/8/2016,13430
1,8,1/9/2016,13430
1,1,1/10/2016,13430
1,4,1/13/2016,13430
1,3,1/14/2016,13430
1,2,1/15/2016,13430
1,2,1/16/2016,13430
1,1,1/17/2016,13430
1,2,1/18/2016,13430
1,2,1/21/2016,13430
1,13,1/22/2016,13430
1,4,1/23/2016,13430
1,1,1/24/2016,13430
1,4,1/28/2016,13430
1,8,1/29/2016,13430
1,12,1/30/2016,13430
1,1,1/8/2016,1345
1,1,1/9/2016,1345
1,1,1/14/2016,1345
1,1,1/16/2016,1345
1,1,1/21/2016,1345
1,4,1/23/2016,1345
1,6,1/6/2016,13451
1,2,1/11/2016,13451
1,4,1/15/2016,13451
1,1,1/16/2016,13451
1,1,1/23/2016,13451
1,6,1/29/2016,13451
1,2,1/30/2016,13451
1,1,1/10/2016,13454
1,1,1/15/2016,13454
1,4,1/16/2016,13454
1,1,1/20/2016,13454
1,1,1/29/2016,13454
1,1,1/30/2016,13454
1,2,1/7/2016,13458
1,2,1/12/2016,13458
1,1,1/16/2016,13458
1,3,1/7/2016,1346
1,5,1/8/2016,1346
1,1,1/9/2016,1346
1,1,1/11/2016,1346
1,3,1/14/2016,1346
1,3,1/16/2016,1346
1,1,1/17/2016,1346
1,1,1/18/2016,1346
1,1,1/21/2016,1346
1,5,1/22/2016,1346
1,2,1/24/2016,1346
1,1,1/26/2016,1346
1,2,1/27/2016,1346
1,4,1/29/2016,1346
1,1,1/27/2016,13461
1,1,1/10/2016,1347
1,1,1/23/2016,1347
1,1,1/8/2016,1348
1,2,1/9/2016,1348
1,1,1/10/2016,1348
1,1,1/11/2016,1348
1,1,1/12/2016,1348
