StoreID,PODate,ReceivingDate,Quantity,ItemId
1,2015-12-24,2016-01-01,24,2751
1,2015-12-24,2016-01-01,12,3335
1,2015-12-24,2016-01-01,12,3690
1,2015-12-24,2016-01-01,24,2418
1,2015-12-24,2016-01-01,22,3746
1,2015-12-24,2016-01-01,6,4089
1,2015-12-24,2016-01-01,11,5890
1,2015-12-24,2016-01-01,12,3821
1,2015-12-24,2016-01-01,12,3579
1,2015-12-24,2016-01-01,9,4429
1,2015-12-24,2016-01-01,12,305
1,2015-12-24,2016-01-01,6,3456
1,2015-12-24,2016-01-01,24,3488
1,2015-12-24,2016-01-01,11,8178
1,2015-12-24,2016-01-01,22,8513
1,2015-12-24,2016-01-01,26,8606
1,2015-12-24,2016-01-01,24,497
1,2015-12-24,2016-01-01,10,8515
1,2015-12-24,2016-01-01,6,1883
1,2015-12-24,2016-01-01,29,3489
1,2015-12-24,2016-01-01,11,1623
1,2015-12-24,2016-01-01,12,4385
1,2015-12-24,2016-01-03,1,8082
1,2015-12-24,2016-01-01,120,3547
1,2015-12-24,2016-01-01,75,3876
1,2015-12-24,2016-01-01,114,4241
1,2015-12-24,2016-01-01,7,3610
1,2015-12-24,2016-01-01,10,3054
1,2015-12-24,2016-01-01,12,4299
1,2015-12-24,2016-01-01,10,5292
1,2015-12-24,2016-01-01,24,4330
1,2015-12-24,2016-01-01,6,3396
1,2015-12-24,2016-01-01,12,8620
1,2015-12-24,2016-01-01,6,1870
1,2015-12-24,2016-01-01,12,2443
1,2015-12-24,2016-01-01,30,4264
1,2015-12-24,2016-01-01,119,3608
1,2015-12-24,2016-01-01,11,2752
1,2015-12-24,2016-01-01,42,3545
1,2015-12-24,2016-01-01,6,4368
1,2015-12-24,2016-01-01,12,1886
1,2015-12-24,2016-01-01,51,4262
1,2015-12-24,2016-01-01,6,4363
1,2015-12-24,2016-01-01,12,3743
1,2015-12-24,2016-01-01,75,8082
1,2015-12-25,2016-01-01,116,5316
1,2015-12-25,2016-01-01,12,538
1,2015-12-25,2016-01-01,11,5312
1,2015-12-24,2016-01-01,6,1734
1,2015-12-20,2016-01-01,11,3180
1,2015-12-20,2016-01-01,12,35862
1,2015-12-20,2016-01-01,12,12747
1,2015-12-20,2016-01-01,12,7716
1,2015-12-20,2016-01-01,6,35668
1,2015-12-20,2016-01-01,10,10420
1,2015-12-20,2016-01-01,22,12216
1,2015-12-20,2016-01-01,12,14439
1,2015-12-20,2016-01-01,12,16806
1,2015-12-20,2016-01-01,12,6529
1,2015-12-20,2016-01-01,12,8214
1,2015-12-20,2016-01-01,6,12901
1,2015-12-20,2016-01-01,12,8032
1,2015-12-20,2016-01-01,6,4502
1,2015-12-20,2016-01-01,12,19848
1,2015-12-20,2016-01-01,12,46381
1,2015-12-20,2016-01-01,12,46379
1,2015-12-20,2016-01-01,12,35578
1,2015-12-20,2016-01-01,12,46447
1,2015-12-20,2016-01-01,6,2164
1,2015-12-20,2016-01-01,12,34429
1,2015-12-20,2016-01-01,9,10296
1,2015-12-20,2016-01-01,4,10421
1,2015-12-20,2016-01-01,11,3161
1,2015-12-20,2016-01-01,5,20446
1,2015-12-20,2016-01-01,18,8576
1,2015-12-20,2016-01-01,6,1845
1,2015-12-20,2016-01-01,12,7261
1,2015-12-20,2016-01-01,12,40545
1,2015-12-20,2016-01-01,12,16394
1,2015-12-20,2016-01-01,11,21232
1,2015-12-20,2016-01-01,6,33874
1,2015-12-20,2016-01-01,12,44038
1,2015-12-20,2016-01-01,18,33149
1,2015-12-20,2016-01-01,11,3511
1,2015-12-20,2016-01-01,24,16289
1,2015-12-20,2016-01-01,6,8450
1,2015-12-20,2016-01-01,12,23271
1,2015-12-20,2016-01-01,6,5444
1,2015-12-20,2016-01-01,24,40337
1,2015-12-20,2016-01-01,12,7358
1,2015-12-20,2016-01-01,12,18107
1,2015-12-20,2016-01-01,12,39413
1,2015-12-20,2016-01-01,6,39593
1,2015-12-20,2016-01-01,12,37656
1,2015-12-20,2016-01-01,4,28890
1,2015-12-20,2016-01-01,5,22362
1,2015-12-20,2016-01-01,12,4550
1,2015-12-20,2016-01-01,24,31487
1,2015-12-20,2016-01-01,12,21319
1,2015-12-20,2016-01-01,6,36543
1,2015-12-20,2016-01-01,24,5404
1,2015-12-20,2016-01-01,6,31489
1,2015-12-20,2016-01-01,12,17875
1,2015-12-20,2016-01-01,43,14006
1,2015-12-20,2016-01-01,7,28889
1,2015-12-20,2016-01-01,24,13163
1,2015-12-20,2016-01-01,12,5480
1,2015-12-20,2016-01-01,8,39479
1,2015-12-20,2016-01-01,12,10927
1,2015-12-20,2016-01-01,4,11440
1,2015-12-20,2016-01-01,20,14622
1,2015-12-20,2016-01-01,12,2152
1,2015-12-20,2016-01-01,6,8701
1,2015-12-20,2016-01-01,36,10727
1,2015-12-24,2016-01-01,12,2989
1,2015-12-24,2016-01-01,12,2520
1,2015-12-24,2016-01-01,6,2954
1,2015-12-25,2016-01-01,18,4178
1,2015-12-23,2016-01-01,12,21752
1,2015-12-23,2016-01-01,12,5983
1,2015-12-23,2016-01-01,12,32809
1,2015-12-24,2016-01-01,6,21233
1,2015-12-24,2016-01-01,12,45600
1,2015-12-24,2016-01-01,12,6542
1,2015-12-24,2016-01-01,11,6455
1,2015-12-23,2016-01-01,120,3162
1,2015-12-23,2016-01-01,12,3967
1,2015-12-23,2016-01-01,12,1178
1,2015-12-23,2016-01-01,6,5165
1,2015-12-23,2016-01-01,6,653
1,2015-12-23,2016-01-01,12,5160
1,2015-12-23,2016-01-01,6,5146
1,2015-12-23,2016-01-01,6,1180
1,2015-12-23,2016-01-01,6,1186
1,2015-12-23,2016-01-01,24,3243
1,2015-12-23,2016-01-01,6,4382
1,2015-12-25,2016-01-01,6,2209
1,2015-12-20,2016-01-01,12,18562
1,2015-12-22,2016-01-01,6,4199
1,2015-12-22,2016-01-01,12,3980
1,2015-12-22,2016-01-01,12,2183
1,2015-12-22,2016-01-01,6,4269
1,2015-12-22,2016-01-01,12,2121
1,2015-12-22,2016-01-01,6,2696
1,2015-12-22,2016-01-01,12,5096
1,2015-12-22,2016-01-01,6,273
1,2015-12-22,2016-01-01,120,8103
1,2015-12-22,2016-01-01,10,5539
1,2015-12-22,2016-01-01,6,1005
1,2015-12-22,2016-01-01,6,4296
1,2015-12-22,2016-01-01,6,2816
1,2015-12-22,2016-01-01,6,5232
1,2015-12-22,2016-01-01,11,3915
1,2015-12-22,2016-01-01,6,1358
1,2015-12-22,2016-01-01,22,3253
1,2015-12-22,2016-01-01,62,2120
1,2015-12-22,2016-01-01,68,1376
1,2015-12-22,2016-01-01,56,8023
1,2015-12-22,2016-01-01,18,8066
1,2015-12-22,2016-01-01,6,8296
1,2015-12-22,2016-01-01,12,5228
1,2015-12-22,2016-01-01,6,3385
1,2015-12-22,2016-01-01,10,1379
1,2015-12-22,2016-01-01,10,8694
1,2015-12-22,2016-01-01,12,5826
1,2015-12-22,2016-01-01,6,5031
1,2015-12-22,2016-01-01,10,3257
1,2015-12-22,2016-01-01,23,3696
1,2015-12-22,2016-01-01,6,1278
1,2015-12-22,2016-01-01,21,3310
1,2015-12-22,2016-01-01,12,5254
1,2015-12-22,2016-01-01,22,1348
1,2015-12-22,2016-01-01,12,6670
1,2015-12-22,2016-01-01,119,8171
1,2015-12-22,2016-01-01,48,3512
1,2015-12-22,2016-01-01,12,3367
1,2015-12-22,2016-01-01,5,4291
1,2015-12-22,2016-01-01,3,8808
1,2015-12-22,2016-01-01,6,8562
1,2015-12-22,2016-01-01,12,4410
1,2015-12-22,2016-01-01,24,1378
1,2015-12-22,2016-01-01,22,5391
1,2015-12-22,2016-01-01,119,5490
1,2015-12-22,2016-01-01,5,3158
1,2015-12-22,2016-01-01,44,3726
1,2015-12-22,2016-01-01,6,4194
1,2015-12-22,2016-01-01,12,4195
1,2015-12-22,2016-01-01,6,2769
1,2015-12-22,2016-01-01,12,3325
1,2015-12-22,2016-01-01,6,1737
1,2015-12-22,2016-01-01,10,4416
1,2015-12-22,2016-01-01,12,3351
1,2015-12-22,2016-01-01,12,1345
1,2015-12-22,2016-01-01,6,3706
1,2015-12-22,2016-01-01,36,1385
1,2015-12-22,2016-01-01,12,3982
1,2015-12-22,2016-01-01,12,2254
1,2015-12-22,2016-01-01,12,661
1,2015-12-22,2016-01-01,12,2373
1,2015-12-22,2016-01-01,6,2839
1,2015-12-22,2016-01-01,6,8451
1,2015-12-22,2016-01-01,18,1346
1,2015-12-22,2016-01-01,23,1375
1,2015-12-22,2016-01-01,10,8497
1,2015-12-22,2016-01-01,6,2979
1,2015-12-22,2016-01-01,12,1373
1,2015-12-22,2016-01-01,12,4678
1,2015-12-22,2016-01-01,12,4303
1,2015-12-22,2016-01-01,12,1415
1,2015-12-22,2016-01-01,6,6552
1,2015-12-22,2016-01-01,11,1397
1,2015-12-22,2016-01-01,12,807
1,2015-12-22,2016-01-01,23,676
1,2015-12-22,2016-01-01,6,1396
1,2015-12-22,2016-01-01,11,5489
1,2015-12-22,2016-01-01,12,3959
1,2015-12-22,2016-01-01,12,2788
1,2015-12-22,2016-01-01,7,1962
1,2015-12-20,2016-01-01,6,8072
1,2015-12-20,2016-01-01,24,8628
1,2015-12-20,2016-01-01,12,21032
1,2015-12-20,2016-01-01,6,13081
1,2015-12-20,2016-01-01,12,8744
1,2015-12-23,2016-01-01,12,14382
1,2015-12-23,2016-01-01,12,14383
1,2015-12-23,2016-01-01,12,753
1,2015-12-24,2016-01-01,12,17535
1,2015-12-24,2016-01-01,12,16320
1,2015-12-24,2016-01-01,24,14240
1,2015-12-24,2016-01-01,12,14805
1,2015-12-20,2016-01-01,12,4932
1,2015-12-20,2016-01-01,5,1961
1,2015-12-20,2016-01-01,6,2132
1,2015-12-20,2016-01-01,10,3889
1,2015-12-20,2016-01-01,5,3887
1,2015-12-20,2016-01-01,12,8626
1,2015-12-20,2016-01-01,11,8590
1,2015-12-20,2016-01-01,6,8670
1,2015-12-20,2016-01-01,12,7993
1,2015-12-20,2016-01-01,6,3793
1,2015-12-20,2016-01-01,12,7996
1,2015-12-20,2016-01-01,6,7994
1,2015-12-20,2016-01-01,12,5348
1,2015-12-20,2016-01-01,6,5148
1,2015-12-23,2016-01-01,15,3769
1,2015-12-23,2016-01-01,12,35590
1,2015-12-23,2016-01-01,12,31621
1,2015-12-23,2016-01-01,12,11354
1,2015-12-23,2016-01-01,8,27145
1,2015-12-23,2016-01-01,22,3768
1,2015-12-23,2016-01-01,24,12220
1,2015-12-23,2016-01-01,12,12213
1,2015-12-23,2016-01-01,24,46934
1,2015-12-23,2016-01-01,17,3452
1,2015-12-23,2016-01-01,5,2100
1,2015-12-23,2016-01-01,12,35442
1,2015-12-23,2016-01-01,12,29649
1,2015-12-23,2016-01-01,12,23353
1,2015-12-23,2016-01-01,6,4889
1,2015-12-23,2016-01-01,12,294
1,2015-12-23,2016-01-01,12,15743
1,2015-12-23,2016-01-01,12,22696
1,2015-12-23,2016-01-01,12,27361
1,2015-12-23,2016-01-01,12,31909
1,2015-12-23,2016-01-01,12,13807
1,2015-12-23,2016-01-01,12,39256
1,2015-12-23,2016-01-01,11,37235
1,2015-12-23,2016-01-01,12,36344
1,2015-12-23,2016-01-01,41,40425
1,2015-12-23,2016-01-01,11,3038
1,2015-12-23,2016-01-01,12,34439
1,2015-12-23,2016-01-01,12,35049
1,2015-12-23,2016-01-01,10,32592
1,2015-12-23,2016-01-01,12,31618
1,2015-12-23,2016-01-01,87,3893
1,2015-12-23,2016-01-01,11,4878
1,2015-12-23,2016-01-01,12,28474
1,2015-12-23,2016-01-01,12,17707
1,2015-12-23,2016-01-01,8,4152
1,2015-12-23,2016-01-01,6,39764
1,2015-12-23,2016-01-01,6,4833
1,2015-12-23,2016-01-01,23,23355
1,2015-12-23,2016-01-01,6,2890
1,2015-12-23,2016-01-01,11,3894
1,2015-12-23,2016-01-01,6,2803
1,2015-12-23,2016-01-01,6,4634
1,2015-12-23,2016-01-01,6,3326
1,2015-12-23,2016-01-01,12,34904
1,2015-12-23,2016-01-01,15,42579
1,2015-12-23,2016-01-01,12,41072
1,2015-12-23,2016-01-01,12,8599
1,2015-12-23,2016-01-01,6,3041
1,2015-12-23,2016-01-01,6,1094
1,2015-12-23,2016-01-01,22,3637
1,2015-12-23,2016-01-01,11,46476
1,2015-12-23,2016-01-01,43,3896
1,2015-12-21,2016-01-01,120,6570
1,2015-12-21,2016-01-01,12,24325
1,2015-12-21,2016-01-01,12,24327
1,2015-12-21,2016-01-01,24,6984
1,2015-12-21,2016-01-01,10,15105
1,2015-12-23,2016-01-01,6,2808
1,2015-12-23,2016-01-01,12,36523
1,2015-12-23,2016-01-01,12,35800
1,2015-12-23,2016-01-01,12,34460
1,2015-12-23,2016-01-01,12,28856
1,2015-12-23,2016-01-01,12,8781
1,2015-12-23,2016-01-01,10,32924
1,2015-12-23,2016-01-01,12,10239
1,2015-12-23,2016-01-01,12,8737
1,2015-12-23,2016-01-01,12,11227
1,2015-12-23,2016-01-01,24,26383
1,2015-12-23,2016-01-01,6,3485
1,2015-12-23,2016-01-01,46,3505
1,2015-12-23,2016-01-01,48,26181
1,2015-12-23,2016-01-01,10,46201
1,2015-12-23,2016-01-01,12,10238
1,2015-12-23,2016-01-01,12,38369
1,2015-12-23,2016-01-01,36,38370
1,2015-12-23,2016-01-01,12,6236
1,2015-12-23,2016-01-01,36,6579
1,2015-12-23,2016-01-01,12,29431
1,2015-12-23,2016-01-01,18,13963
1,2015-12-23,2016-01-01,12,19940
1,2015-12-23,2016-01-01,23,15355
1,2015-12-23,2016-01-01,18,32263
1,2015-12-23,2016-01-01,34,23143
1,2015-12-23,2016-01-01,12,27830
1,2015-12-23,2016-01-01,55,3405
1,2015-12-23,2016-01-01,12,18951
1,2015-12-23,2016-01-01,36,10236
1,2015-12-23,2016-01-01,29,35412
1,2015-12-23,2016-01-01,16,35414
1,2015-12-23,2016-01-01,12,12994
1,2015-12-23,2016-01-01,24,6595
1,2015-12-23,2016-01-01,6,23129
1,2015-12-23,2016-01-01,12,24088
1,2015-12-23,2016-01-01,5,18641
1,2015-12-23,2016-01-01,12,14539
1,2015-12-23,2016-01-01,12,3176
1,2015-12-23,2016-01-01,12,15007
1,2015-12-23,2016-01-01,6,14930
1,2015-12-23,2016-01-01,6,38528
1,2015-12-23,2016-01-01,12,21609
1,2015-12-23,2016-01-01,12,8609
1,2015-12-23,2016-01-01,12,39335
1,2015-12-23,2016-01-01,12,25382
1,2015-12-23,2016-01-01,12,11219
1,2015-12-23,2016-01-01,11,20699
1,2015-12-23,2016-01-01,12,43434
1,2015-12-23,2016-01-01,12,16918
1,2015-12-23,2016-01-01,5,18642
1,2015-12-23,2016-01-01,34,6967
1,2015-12-23,2016-01-01,12,6983
1,2015-12-23,2016-01-01,12,18950
1,2015-12-23,2016-01-01,12,46429
1,2015-12-23,2016-01-01,12,46458
1,2015-12-23,2016-01-01,12,46489
1,2015-12-23,2016-01-01,12,35646
1,2015-12-23,2016-01-01,12,34752
1,2015-12-23,2016-01-01,10,36771
1,2015-12-23,2016-01-01,12,21251
1,2015-12-23,2016-01-01,48,27735
1,2015-12-23,2016-01-01,51,3500
1,2015-12-23,2016-01-01,12,43877
1,2015-12-23,2016-01-01,12,31466
1,2015-12-23,2016-01-01,12,14838
1,2015-12-23,2016-01-01,12,35413
1,2015-12-23,2016-01-01,12,27799
1,2015-12-23,2016-01-01,17,46202
1,2015-12-23,2016-01-01,12,33819
1,2015-12-23,2016-01-01,12,44182
1,2015-12-23,2016-01-01,6,19870
1,2015-12-23,2016-01-01,12,29835
1,2015-12-23,2016-01-01,12,11456
1,2015-12-23,2016-01-01,11,17345
1,2015-12-23,2016-01-01,12,19494
1,2015-12-23,2016-01-01,12,34175
1,2015-12-23,2016-01-01,24,41159
1,2015-12-23,2016-01-01,10,46424
1,2015-12-23,2016-01-01,22,3040
1,2015-12-23,2016-01-01,12,13619
1,2015-12-23,2016-01-01,24,13662
1,2015-12-23,2016-01-01,8,36380
1,2015-12-23,2016-01-01,12,17432
1,2015-12-23,2016-01-01,13,33582
1,2015-12-23,2016-01-01,12,37826
1,2015-12-23,2016-01-01,12,17756
1,2015-12-23,2016-01-01,48,14672
1,2015-12-23,2016-01-01,22,3295
1,2015-12-23,2016-01-01,24,13661
1,2015-12-23,2016-01-01,24,13663
1,2015-12-23,2016-01-01,12,37049
1,2015-12-23,2016-01-01,12,19581
1,2015-12-23,2016-01-01,1,6459
1,2015-12-23,2016-01-01,12,41537
1,2015-12-23,2016-01-01,4,36770
1,2015-12-22,2016-01-01,12,4580
1,2015-12-22,2016-01-01,11,5221
1,2015-12-22,2016-01-01,6,3699
1,2015-12-22,2016-01-01,12,5921
1,2015-12-22,2016-01-01,12,8040
1,2015-12-22,2016-01-01,12,8658
1,2015-12-24,2016-01-01,12,5342
1,2015-12-24,2016-01-01,18,3682
1,2015-12-24,2016-01-03,1,5342
1,2015-12-24,2016-01-01,6,26285
1,2015-12-24,2016-01-01,6,1133
1,2015-12-24,2016-01-01,5,2694
1,2015-12-24,2016-01-01,12,40332
1,2015-12-24,2016-01-01,6,2692
1,2015-12-24,2016-01-01,12,3668
1,2015-12-24,2016-01-01,23,6654
1,2015-12-24,2016-01-01,5,115
1,2015-12-24,2016-01-01,12,17378
1,2015-12-24,2016-01-01,23,8223
1,2015-12-24,2016-01-01,12,44717
1,2015-12-24,2016-01-01,3,2893
1,2015-12-24,2016-01-01,20,8537
1,2015-12-24,2016-01-01,6,8897
1,2015-12-24,2016-01-01,26,7865
1,2015-12-23,2016-01-01,12,17350
1,2015-12-23,2016-01-01,11,15979
